Station_ID  (PK),Station_name,Station_phone,Location_ID (FK),Network_ID (FK),Access_code,Access_Detail_code,Access_Day_time,EV_Pricing,Date_last_confirmed,Maximum_Vehicle_Class,Ev_Workplace_charging,Restricted_access,Location_ID (PK),Street_Address,City,State,ZIP,Intersection_Direction,Longitude,Latitude,Geocode_status
455321,939 Western Rd,800-636-0986,9315,2,public,,,,2026-06-29,,False,0.0,9315,100 Hanson St,Whitehorse,YT,Y1A 6C2,,-135.0484936,60.7178712,GPS
455322,951 Wonderland Rd,800-636-0986,6020,1,public,,,,2026-06-29,,False,0.0,6020,4178 4 Ave,Whitehorse,YT,Y1A 1J6,,-135.0619680153,60.7236075498663,GPS
455323,2244 W 6th Ave,800-636-0986,6020,32,public,,,,2026-06-29,,False,0.0,6020,4178 4 Ave,Whitehorse,YT,Y1A 1J6,,-135.0619680153,60.7236075498663,GPS
455324,77 Delawana Dr,800-636-0986,1888,2,public,,,,2026-06-29,,False,0.0,1888,2180 2nd Ave,Whitehorse,YT,Y1A 5N6,,-135.057056,60.725472,GPS
455325,5550 Trent Ave,800-636-0986,2453,2,public,,,,2026-06-29,,False,0.0,2453,100 Hanson street,Whitehorse,YT,Y1A 6C2,,-135.04886,60.717917,GPS
455326,10 Reid Dr,800-636-0986,13293,2,public,,,,2026-06-29,,False,0.0,13293,5 Hospital Road,Whitehorse,YT,Y1A 3H7,,-135.042976,60.718613,GPS
455327,1259-1275 Brant St,800-636-0986,6056,2,public,,,,2026-06-29,,False,0.0,6056,30 Electra Crescent,Whitehorse,YT,Y1A 3G2,,-135.080079,60.712197,GPS
455328,The Torontonian (45 Dunfield Ave),800-636-0986,5999,2,public,,,,2026-06-29,,False,0.0,5999,100 Hanson S,Whitehorse,YT,Y1A 6C2,,-135.048668,60.718047,GPS
455329,Balliol Park (99 Davisville Ave),800-636-0986,2014,2,public,,,,2026-06-29,,False,0.0,2014,1206 Highway 1,Whitewood,SK,S0G 5C0,,-102.256301,50.334652,GPS
455330,Balliol Park (118 Balliol St),800-636-0986,2014,6,public,,,,2026-06-29,,False,0.0,2014,1206 Highway 1,Whitewood,SK,S0G 5C0,,-102.256301,50.334652,GPS
455332,Lord Halifax Place (2220 Halifax Dr),800-636-0986,1029,9,public,,,,2026-06-29,,False,0.0,1029,139 Galeairy Lake Rd,Whitney,ON,K0J 2M0,,-78.244608,45.489634,200-8
455333,The Watergate (211 Wurtemburg St),800-636-0986,4170,10,public,,,,2026-06-29,,False,0.0,4170,Couples Resort and Algonquin Spa 139 Galeairy,Whitney,ON,K0J 2M0,"Beside Tennis Court, Upper Parking Lot.",-78.24517,45.48838,GPS
455334,The Seigniory (111 Wurtemburg St),800-636-0986,13328,14,public,,,,2026-06-29,,False,0.0,13328,9243 NS-105,Whycocomagh,NS,B0E 3M0,,-61.133796,45.970786,GPS
455335,860 Canterbury Ave,800-636-0986,13500,1,public,,,,2026-06-29,,False,0.0,13500,817 Pike Bay Rd,Wiarton,ON,N0H 2T0,,-81.32188,44.869503,GPS
455336,7950 Bathurst Street,800-636-0986,1985,2,public,,,,2026-06-29,,False,0.0,1985,268 Berford street,Wiarton,ON,N0H 2T0,,-81.1405,44.7319,GPS
455337,157 Pearl St,800-636-0986,13501,1,public,,,,2026-06-29,,False,0.0,13501,274 Spry Lake Rd,Wiarton,ON,N0H 2T0,,-81.248788,44.749919,GPS
455380,Parking Lot,833-621-0770,6751,10,public,,,,2026-06-29,,False,0.0,6751,1400 Sauble Falls Rd,Wiarton,ON,N0H 2T0,,-81.25736,44.673187,GPS
455383,Foreseeson HQ,833-621-0770,3482,12,public,,,,2026-06-29,,False,0.0,3482,2256 Loop Road,Wilberforce,ON,K0L 2Y0,,-78.221765,45.036566,GPS
455384,Stork Nest Inn,833-621-0770,4059,1,public,,,,2026-06-29,,False,0.0,4059,213 2 Ave,Wilkie,SK,S0K 4W0,,-108.699766307964,52.4110713406554,GPS
455385,Parking,833-621-0770,2044,7,public,,,,2026-06-29,,False,0.0,2044,450 Mart St.,Williams Lake,BC,V2G 1N3,,-122.14,52.1292,GPS
455387,Parking Lot,833-621-0770,2459,14,public,,,,2026-06-29,,False,0.0,2459,1712 Broadway Ave S,Williams Lake,BC,V2G 2W4,,-122.094854,52.12274,GPS
455425,Best Western Grand Falls,800-636-0986,6731,4,public,,24 hours daily,,2026-03-30,LD,False,1.0,6731,280A 3rd Ave N,Williams Lake,BC,V2G4T5,,-122.1424792,52.1303201,GPS
455464,The Ports,800-636-0986,3211,2,public,,,,2026-06-29,,False,0.0,3211,1185 Prosperity Way,Williams Lake,BC,V2G 0A6,,-122.1254376,52.1135327,GPS
455480,Membertou - NS Power Fast Charging,800-636-0986,1776,2,public,,,,2026-06-29,,False,0.0,1776,1250 Western Avenue,Williams Lake,BC,V2G 1H7,,-122.153308,52.149962,GPS
455481,404 Castle Mountain Wy,800-636-0986,3211,6,public,,,,2026-06-29,,False,0.0,3211,1185 Prosperity Way,Williams Lake,BC,V2G 0A6,,-122.1254376,52.1135327,GPS
455483,"Nicolet, 1477 Bd Louis Fréchette",800-953-6513,14460,2,public,,,,2026-06-29,,False,0.0,14460,530 Fred Street,Winchester,ON,K0C 2K0,,-75.3541384,45.0873247,GPS
455485,810 Canterbury Ave,800-636-0986,14461,2,public,,,,2026-06-29,,False,0.0,14461,566 Louise Street,Winchester,ON,K0C 2K0,,-75.3548012,45.0888267,GPS
455492,Masstown - NS Power Fast Charging,800-636-0986,6769,2,public,,,,2026-06-29,,False,0.0,6769,3050 Highway 93/95,Windermere,BC,V0B 2L2,,-115.963683,50.4582,GPS
455494,"Repentigny, 259 Boul. Brien",800-953-6513,12784,2,public,,,,2026-06-29,,False,0.0,12784,755 Grand Marais rd East,Windsor,ON,N8X 3H6,,-83.0050882,42.2821427,GPS
455496,Darlington Site WTL,800-301-1950,7400,5,public,,,,2026-06-29,,False,0.0,7400,250 Rue Georges-Guilbault,Windsor,QC,J1S 1K4,,-71.9930462330553,45.5732200919899,GPS
455500,Riverwalk (528 25 Ave SW),800-636-0986,6686,2,public,,,,2026-06-29,,False,0.0,6686,400 Huron Church Road,Windsor,ON,N9B 3P4,,-83.069062,42.305867,GPS
455504,GBA Grande Pointe,800-636-0986,14589,2,public,,,,2026-06-29,,False,0.0,14589,800 Beachside Drive,Windsor,ON,N9K 0C5,,-82.8655446,42.3086882,GPS
455508,Vancouver Board of Parks - 2099 Beach Avenue,833-621-0770,7760,5,public,,,,2026-06-29,,False,0.0,7760,77 rue Saint-Georges,Windsor,QC,J1S 1J6,,-72.0024,45.5707,GPS
455509,Dunbar Community Centre - 4747 Dunbar Street,833-621-0770,14219,18,public,,,,2026-06-29,,False,0.0,14219,5501 Ojibway Pkwy,Windsor,ON,N9C 4J5,,-83.084935,42.259988,GPS
455513,Champlain Heights Community Centre - 3350 Maquinna Drive,833-621-0770,11224,10,public,,,,2026-06-29,,False,0.0,11224,3100 Howard Ave,Windsor,ON,N8X 4Y8,,-83.002767,42.272846,GPS
455514,Kensington Community Centre - 5175 Dumfries Street,833-621-0770,11224,10,public,,,,2026-06-29,,False,0.0,11224,3100 Howard Ave,Windsor,ON,N8X 4Y8,,-83.002767,42.272846,GPS
455515,Killarney Community Centre - 6260 Killarney Street,833-621-0770,8926,2,public,,,,2026-06-29,,False,0.0,8926,2285 Wyandotte St. W,Windsor,ON,N9B 1K3,,-83.060774,42.304053,GPS
455516,South Hill - 646 E 44th Avenue,833-621-0770,12880,2,public,,,,2026-06-29,,False,0.0,12880,620 Riverside Drive West,Windsor,ON,N9C 3B8,,-83.048832,42.317857,GPS
455519,Pacific Coliseum - 225 N Renfrew Street,833-621-0770,4755,10,public,,,,2026-06-29,,False,0.0,4755,2555 Pulford St,Windsor,ON,N9E 0A7,Parking Lot North,-83.035326,42.258327,GPS
455520,Trout Lake - 3360 Victoria Drive,833-621-0770,4760,10,public,,,,2026-06-29,,False,0.0,4760,406 Pelissier St,Windsor,ON,N9A 4K9,Municipal Parking Garage 2 - Pelissier Street/Park Street West,-83.03898,42.316017,GPS
455521,Hillcrest - 4575 Clancy Loranger Way,833-621-0770,13427,10,public,,,,2026-06-29,,False,0.0,13427,1031 Elsmere Avenue,Windsor,ON,N9A 2B1,Municipal Lot 35 - Elsmere AvenueErie Street East,-83.021838,42.312559,GPS
455522,"Boisbriand, 20830 Chemin de la Côte Nord",800-953-6513,4756,10,public,,,,2026-06-29,,False,0.0,4756,1319 Lincoln Road,Windsor,ON,N8Y 2J2,Municipal Lot 4-1 - Ottawa Street-Lincoln Road,-83.00928,42.310246,GPS
455525,Mount Pleasant Community Centre - 1 Kingsway,833-621-0770,4758,10,public,,,,2026-06-29,,False,0.0,4758,1125 Prince Road,Windsor,ON,N9C 1Z2,Parking Lot West,-83.07472,42.286713,GPS
455526,Vancouver Public Library - 775 Hamilton Street,833-621-0770,4721,10,public,,,,2026-06-29,,False,0.0,4721,8787 McHugh Street,Windsor,ON,N8S 0A1,Parking Lot West,-82.928406,42.320236,GPS
455528,1025 W 49th Avenue,833-621-0770,4721,10,public,,,,2026-06-29,,False,0.0,4721,8787 McHugh Street,Windsor,ON,N8S 0A1,Parking Lot West,-82.928406,42.320236,GPS
455529,Aurora Town square,800-301-1950,4754,10,public,,,,2026-06-29,,False,0.0,4754,3200 County Road 42,Windsor,ON,N8V 1A1,Cell Phone Parking Lot,-82.959716,42.265361,GPS
455530,"Mont-Tremblant, 452 Route QC-117",800-953-6513,4757,10,public,,,,2026-06-29,,False,0.0,4757,363 Mill Street,Windsor,ON,N9C 2R3,Windsor Public Library - John Muir Branch,-83.074413,42.301403,GPS
455531,Vancouver Aquarium - 845 Avison Way,833-621-0770,263,1,public,,,,2026-06-29,,False,0.0,263,2330 Huron Church Rd,Windsor,ON,N9E 3S6,,-83.047966,42.273169,200-9
455533,Britannia - 1001 Cotton Drive,833-621-0770,12224,14,public,,,,2026-06-29,,False,0.0,12224,2955 Dougall Ave,Windsor,ON,N9E 1S1,,-83.015146,42.273955,GPS
455534,Sunset Community Centre - 272 E 53rd Avenue,833-621-0770,9638,2,public,,,,2026-06-29,,False,0.0,9638,100 Rue Boisjoli,Windsor,QC,J1S 2X8,,-71.99136,45.5840978,GPS
455535,Empire Field - 3311 E Hastings Street,833-621-0770,14298,10,public,,,,2026-06-29,,False,0.0,14298,9375 Tecumseh Road East,Windsor,ON,N8R 1A1,,-82.924977,42.313117,GPS
455538,Sherbrooke - NS Power Fast Charging,800-636-0986,14280,10,public,,,,2026-06-29,,False,0.0,14280,9379 Tecumseh Road East,Windsor,ON,N8R 1A1,For Guest Use,-82.92475,42.313252,GPS
455543,"Sainte-Marie, 740, bd. Vachon Sud",800-953-6513,6687,2,public,,,,2026-06-29,,False,0.0,6687,392 Sunset Ave,Windsor,ON,N9B 3A9,,-83.06549,42.307643,GPS
455544,"Sainte-Marie, 1370 Bd Vachon Nord",800-953-6513,6423,10,public,,,,2026-06-29,,False,0.0,6423,4545 Rhodes Dr,Windsor,ON,N8W 5T1,,-82.955733,42.285968,GPS
455547,Sunset Beach - 1400 Beach Avenue,833-621-0770,6423,10,public,,,,2026-06-29,,False,0.0,6423,4545 Rhodes Dr,Windsor,ON,N8W 5T1,,-82.955733,42.285968,GPS
455548,Sunset Beach - 1155 Beach Avenue,833-621-0770,12509,1,public,,,,2026-06-29,,False,0.0,12509,150 Goyeau St,Windsor,ON,N9A 6J5,,-83.03744,42.31934,GPS
455550,Comfort Inn Bracebridge,800-636-0986,12513,1,public,,,,2026-06-29,,False,0.0,12513,2696 Jefferson Blvd,Windsor,ON,N8T 3C7,,-82.94756,42.30512,GPS
455555,"Grenville, 40 Rue Maple",800-953-6513,12515,1,public,,,,2026-06-29,,False,0.0,12515,4007 Sandwich St,Windsor,ON,N9C 1C3,,-83.08117,42.28536,GPS
455558,Schlueter Hyundai,800-636-0986,14503,8,public,,,,2026-06-29,,False,0.0,14503,"500 Division Rd,",Windsor,ON,N8X 5C4,,-83.00014,42.270763,GPS
455561,HQ Facility,833-621-0770,127,1,public,,,,2026-06-29,,False,0.0,127,1680 Kildare Rd,Windsor,ON,N8W 2W6,,-83.001366,42.305572,200-9
455564,Downs Construction Nanaimo,833-621-0770,8977,10,public,,,,2026-06-29,,False,0.0,8977,5950 County Rd 3,Windsor,ON,N9H 0A4,,-83.060777,42.246417,GPS
455565,"Montmagny, 195 Chem. des Poirier",800-953-6513,8951,10,public,,,,2026-06-29,,False,0.0,8951,5950 Malden Rd,Windsor,ON,N9H 1S4,,-83.060586,42.245764,GPS
455585,1477 Cnty Rd 2 PO Box 29,800-636-0986,5648,10,public,,,,2026-06-29,,False,0.0,5648,2121 Laurier Pkwy,Windsor,ON,N9J 3K7,Rear Parking Lot,-83.05376,42.222878,GPS
455592,"St-Mathieu-de-Beloeil, 2090 Montée St-Jean-Baptiste",800-953-6513,5648,10,public,,,,2026-06-29,,False,0.0,5648,2121 Laurier Pkwy,Windsor,ON,N9J 3K7,Rear Parking Lot,-83.05376,42.222878,GPS
455608,290 Anderson Ave,800-636-0986,14447,40,public,,,,2026-06-29,,False,0.0,14447,1165 rue Maurice-Bachand,Windsor,QC,J1S 0J1,,-72.0172033862304,45.5611883163861,GPS
455628,40 R. Dubois,800-636-0986,9223,2,public,,,,2026-06-29,,False,0.0,9223,2109 Ottawa Street,Windsor,ON,N8Y 1R8,,-83.0029871,42.3117184,GPS
455629,The Great Punjab Business Centre,800-636-0986,10953,2,public,,,,2026-06-29,,False,0.0,10953,9225 Tecumseh RD E,Windsor,ON,N8R 1A1,,-82.925914,42.31412,GPS
455631,8900 Woodbine Ave,800-636-0986,11861,2,public,,,,2026-06-29,,False,0.0,11861,4730 Walker Rd,Windsor,ON,N9A 6J3,,-82.9622961,42.2495559,GPS
455632,81 Hart Drive,800-636-0986,11181,2,public,,,,2026-06-29,,False,0.0,11181,2300 Tecumseh Rd E,Windsor,ON,N8W 1E5,,-82.994306,42.303234,GPS
455633,1202 Chemin de l'Egilse,800-636-0986,11233,2,public,,,,2026-06-29,,False,0.0,11233,2300 Tecumseh Rd,Windsor,ON,N8W 1E5,,-82.9941379,42.3031548,GPS
455634,361 Arthur St S,800-636-0986,2163,10,public,,,,2026-06-29,,False,0.0,2163,2551 Howard Ave Diversion,Windsor,ON,N9A 6J3,,-82.995019,42.226869,GPS
455635,The Whitney (71 Redpath Ave),800-636-0986,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455636,Tatamagouche - NS Power Fast Charging,800-636-0986,14352,10,public,,,,2026-06-29,,False,0.0,14352,3455 Banwell Road,Windsor,ON,N8N 5E7,,-82.898928,42.294544,GPS
455638,590 Goldstream Ave,800-636-0986,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455640,705 Applewood Crescent,800-636-0986,14352,10,public,,,,2026-06-29,,False,0.0,14352,3455 Banwell Road,Windsor,ON,N8N 5E7,,-82.898928,42.294544,GPS
455641,5 Hanna Avenue,800-636-0986,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455643,Monte Carlo Inns Mississauga - 7035 Edwards Blvd,800-636-0986,14352,10,public,,,,2026-06-29,,False,0.0,14352,3455 Banwell Road,Windsor,ON,N8N 5E7,,-82.898928,42.294544,GPS
455647,Monte Carlo Inns Oakville,800-636-0986,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455648,Vlad Hrokh’s Place,833-621-0770,14352,10,public,,,,2026-06-29,,False,0.0,14352,3455 Banwell Road,Windsor,ON,N8N 5E7,,-82.898928,42.294544,GPS
455649,TJ Scott’s Place,833-621-0770,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455650,Monte Carlo Inns Brampton,800-636-0986,14352,10,public,,,,2026-06-29,,False,0.0,14352,3455 Banwell Road,Windsor,ON,N8N 5E7,,-82.898928,42.294544,GPS
455656,Fairmont Medical Building,800-636-0986,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455657,Parking lot,800-636-0986,14352,10,public,,,,2026-06-29,,False,0.0,14352,3455 Banwell Road,Windsor,ON,N8N 5E7,,-82.898928,42.294544,GPS
455658,Super 8 by Wyndham Kelowna,800-636-0986,14352,10,public,,,,2026-06-29,,False,0.0,14352,3455 Banwell Road,Windsor,ON,N8N 5E7,,-82.898928,42.294544,GPS
455664,"Saint-Georges, 950 Bd Dionne",800-953-6513,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455665,"Coaticook, 392 Rue Main O",800-953-6513,14352,10,public,,,,2026-06-29,,False,0.0,14352,3455 Banwell Road,Windsor,ON,N8N 5E7,,-82.898928,42.294544,GPS
455666,"Gatineau, 340-1 Rue Front",800-953-6513,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455667,565 Great Northern Way,800-636-0986,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455672,Annapolis Royal - NS Power Fast Charging,800-636-0986,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455674,"Saint-Georges, 14920 Bd Lacroix",800-953-6513,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455691,1840 Chandler St,800-636-0986,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455692,600 Hwy 7,800-636-0986,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455694,Complexe Bédard 2,800-636-0986,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455700,Comfort Inn Midland,800-636-0986,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455702,"Ste-Anne-de-Beaupré, 9734 boul. Ste-Anne",800-953-6513,14353,10,public,,,,2026-06-29,,False,0.0,14353,1 Nextstar Way,Windsor,ON,N8N 5E7,,-82.894943,42.297577,GPS
455703,"Saint-Pie, 157, rue St-Pierre",800-953-6513,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455706,Viewstar Phase 1,800-636-0986,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455708,Tobin St,800-636-0986,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455709,"Plessisville, 1969 Bilodeau",800-953-6513,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455715,1770 West 7th Avenue,800-636-0986,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455722,100 Adelaide St,800-636-0986,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455723,Newcastle Library,800-636-0986,14353,10,public,,,,2026-06-29,,False,0.0,14353,1 Nextstar Way,Windsor,ON,N8N 5E7,,-82.894943,42.297577,GPS
455724,Diane Hamre Recreation Complex,800-636-0986,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455725,South Courtice Arena,800-636-0986,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455727,1750 Russell Rd,800-636-0986,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455734,Ramada Wyndham,833-621-0770,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455736,Quality Inn & Conference Centre Downtown,800-636-0986,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455741,Bridgewater - NS Power Fast Charging,800-636-0986,14353,10,public,,,,2026-06-29,,False,0.0,14353,1 Nextstar Way,Windsor,ON,N8N 5E7,,-82.894943,42.297577,GPS
455742,Econo Lodge Sudbury,800-636-0986,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455744,"5022 90th ave SE, 5022 90 AVE",800-636-0986,14353,10,public,,,,2026-06-29,,False,0.0,14353,1 Nextstar Way,Windsor,ON,N8N 5E7,,-82.894943,42.297577,GPS
455746,25 Tindale Ct,800-636-0986,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455748,856 Esquimalt Road,800-636-0986,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455765,Cross Iron Mills,800-636-0986,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455766,Best Western Plus Fergus,800-636-0986,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455768,"526 Country Squire Road, Waterloo, ON, CA",800-636-0986,14733,10,public,,,,2026-06-29,,False,0.0,14733,10900 TWIN OAKS DR,Windsor,ON,N8N 0J8,,-82.900352,42.294385,GPS
455770,Building C - Visitor,833-621-0770,14734,10,public,,,,2026-06-29,,False,0.0,14734,2087 Banwell Rd,Windsor,ON,N8N 2M1,,-82.89874,42.293174,GPS
455771,Building C - MODO,833-621-0770,14610,10,public,,,,2026-06-29,,False,0.0,14610,3501 Banwell Rd,Windsor,ON,N8R 2E6,,-82.896971,42.292184,GPS
455772,Building A - Visitor,833-621-0770,14610,10,public,,,,2026-06-29,,False,0.0,14610,3501 Banwell Rd,Windsor,ON,N8R 2E6,,-82.896971,42.292184,GPS
455774,481 Taunton Rd W,800-636-0986,14734,10,public,,,,2026-06-29,,False,0.0,14734,2087 Banwell Rd,Windsor,ON,N8N 2M1,,-82.89874,42.293174,GPS
455776,Heathlands Club House,800-301-1950,14610,10,public,,,,2026-06-29,,False,0.0,14610,3501 Banwell Rd,Windsor,ON,N8R 2E6,,-82.896971,42.292184,GPS
455777,Alberta Sports Hall of Fame,800-636-0986,14610,10,public,,,,2026-06-29,,False,0.0,14610,3501 Banwell Rd,Windsor,ON,N8R 2E6,,-82.896971,42.292184,GPS
455803,Grassland Esso,800-636-0986,14610,10,public,,,,2026-06-29,,False,0.0,14610,3501 Banwell Rd,Windsor,ON,N8R 2E6,,-82.896971,42.292184,GPS
455804,125 CommerceValley,800-636-0986,14353,10,public,,,,2026-06-29,,False,0.0,14353,1 Nextstar Way,Windsor,ON,N8N 5E7,,-82.894943,42.297577,GPS
455819,Liverpool - NS Power Fast Charging,800-636-0986,14610,10,public,,,,2026-06-29,,False,0.0,14610,3501 Banwell Rd,Windsor,ON,N8R 2E6,,-82.896971,42.292184,GPS
455824,Omni Shared Facilities,800-636-0986,14393,10,public,,,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455830,220 Rue Saint-Jacques,800-636-0986,14610,10,public,,,,2026-06-29,,False,0.0,14610,3501 Banwell Rd,Windsor,ON,N8R 2E6,,-82.896971,42.292184,GPS
455840,Legacy Living | 9 Rundle Lane,800-636-0986,14610,10,public,,,,2026-06-29,,False,0.0,14610,3501 Banwell Rd,Windsor,ON,N8R 2E6,,-82.896971,42.292184,GPS
455842,"Témiscouata-sur-le-Lac, 274 Boulevard Phil-Latulippe",800-953-6513,14610,10,public,,,,2026-06-29,,False,0.0,14610,3501 Banwell Rd,Windsor,ON,N8R 2E6,,-82.896971,42.292184,GPS
455843,"Rimouski, 1049 Boulevard Ste-Anne",800-953-6513,14353,10,public,,,,2026-06-29,,False,0.0,14353,1 Nextstar Way,Windsor,ON,N8N 5E7,,-82.894943,42.297577,GPS
455845,2475 Old Bronte Road,800-636-0986,14610,10,public,,,,2026-06-29,,False,0.0,14610,3501 Banwell Rd,Windsor,ON,N8R 2E6,,-82.896971,42.292184,GPS
455846,Signature Electric Office,800-636-0986,14610,10,public,,,,2026-06-29,,False,0.0,14610,3501 Banwell Rd,Windsor,ON,N8R 2E6,,-82.896971,42.292184,GPS
455848,Ingonish - NS Power Fast Charging,800-636-0986,14610,10,public,,,,2026-06-29,,False,0.0,14610,3501 Banwell Rd,Windsor,ON,N8R 2E6,,-82.896971,42.292184,GPS
455850,Cheticamp - NS Power Fast Charging,800-636-0986,14610,10,public,,,,2026-06-29,,False,0.0,14610,3501 Banwell Rd,Windsor,ON,N8R 2E6,,-82.896971,42.292184,GPS
455865,MTQ - Aéroport de l'Isle-aux-Grues,888-356-8911,14353,10,public,,24 hours daily,,2026-06-29,,False,0.0,14353,1 Nextstar Way,Windsor,ON,N8N 5E7,,-82.894943,42.297577,GPS
455871,BRCC - Gatineau - Vanier - Benny & CO,855-999-8378,14610,10,public,,,,2026-06-29,,False,0.0,14610,3501 Banwell Rd,Windsor,ON,N8R 2E6,,-82.896971,42.292184,GPS
455955,CITAGATE1 NEXT01,888-758-4389,14393,10,public,,24 hours daily,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
455956,CITAGATE1 NEXT02,888-758-4389,14610,10,public,,24 hours daily,,2026-06-29,,False,0.0,14610,3501 Banwell Rd,Windsor,ON,N8R 2E6,,-82.896971,42.292184,GPS
455957,HYDRO DEER LAKE UF2,888-758-4389,14610,10,public,,24 hours daily,,2026-06-29,,False,0.0,14610,3501 Banwell Rd,Windsor,ON,N8R 2E6,,-82.896971,42.292184,GPS
455959,HYDRO CLARENVILLE UF1,888-758-4389,14610,10,public,,24 hours daily,,2026-06-29,,False,0.0,14610,3501 Banwell Rd,Windsor,ON,N8R 2E6,,-82.896971,42.292184,GPS
455961,HYDRO GALWAY UF1,888-758-4389,14610,10,public,,24 hours daily,,2026-06-29,,False,0.0,14610,3501 Banwell Rd,Windsor,ON,N8R 2E6,,-82.896971,42.292184,GPS
455962,CITY OF SURREY NATURE CENTRE-2,888-758-4389,14610,10,public,,24 hours daily,,2026-06-29,,False,0.0,14610,3501 Banwell Rd,Windsor,ON,N8R 2E6,,-82.896971,42.292184,GPS
455963,VIHA STATIONS GRH-PORT2,888-758-4389,14393,10,public,,24 hours daily,,2026-06-29,,False,0.0,14393,3455 Banwell Rd,Windsor,ON,N8N 5E7,,-82.898938,42.296828,GPS
