Location_ID (PK),Street_Address,City ,State,ZIP,Intersection_Direction,Longitude,Latitude,Geocode_status
13304,136 Herring Cove Road,Welshpool,NB,E5E 1Z6,,-66.928986,44.87514,GPS
13305,700 Lawrence Ave W,Toronto,ON,M6A 3B4,,-79.44858,43.717994,GPS
13306,7835 McLeod Rd,Niagara Falls,ON,L2H 0G5,,-79.126725,43.071529,GPS
13307,3085 Highway 7,Markham,ON,L3R 0J5,,-79.354491,43.848731,GPS
13308,27 King's College Cir,Toronto,ON,M5S 1A1,,-79.393656,43.662676,GPS
13309,5283 Rutherford Rd,Woodbridge,ON,L4H 2T2,,-79.606109,43.814102,GPS
13310,3163 Winston Churchill Blvd,Mississauga,ON,L5L 2W1,,-79.685121,43.527009,GPS
13311,338 Dundas St E,Oakville,ON,L6H 6Z9,,-79.717689,43.487899,GPS
13312,1079 Maple Ave,Milton,ON,L9T 0A5,,-79.874375,43.536823,GPS
13313,750 Waterloo Regional Rd 4,Kitchener,ON,N2E 1B6,,-80.488005,43.424708,GPS
13314,"Sunset Strip, 202446 Highway 6 #21",Owen Sound,ON,N4K 6V5,,-80.970257,44.55974,GPS
13315,Highway 144 N,Levack,ON,P0M 2C0,,-81.454085,46.624883,GPS
13316,2128 West 40th Avenue,Vancouver,BC,V6M 1W5,,-123.155603,49.227446,GPS
13317,50 The Boardwalk,Welland,ON,L3B 3X4,,-79.24919,42.99285,GPS
13318,50 The Boardwalk,Welland,ON,L3B 3X4,,-79.249211,42.992884,GPS
13319,848 Gordon Street,Guelph,ON,N1G 1Y7,,-80.2173375,43.5246008,GPS
13320,999 West Broadway,Vancouver,BC,V5Z 1K5,,-123.126124,49.263873,GPS
13321,"145, rue Taschereau Ouest",Rouyn-Noranda,QC,J9X 2V5,,-79.024944,48.236883,GPS
13322,119 Rue Bois-Hébert,Bonaventure,QC,G0C 1E0,,-65.486236,48.053411,GPS
13323,32 Rue de la Réserve,Les Escoumins,QC,G0T 1K0,,-69.398422,48.343491,GPS
13324,900 Sherbrooke Airport,Cookshire-Eaton,QC,J0B 1M0,Stationement,-71.689166,45.441664,GPS
13325,900 Chemin de l'Aéroport,Cookshire-Eaton,QC,J0B 1M0,Stationnement,-71.689099,45.441666,GPS
13326,1401 North Service Road E Living Sky Casino,Swift Current,SK,S9H 3X6,,-107.783018,50.303634,GPS
13327,1401 North Service Road E Living Sky Casino,Swift Current,SK,S9H 3X6,,-107.782939,50.303652,GPS
13328,9243 NS-105,Whycocomagh,NS,B0E 3M0,,-61.133796,45.970786,GPS
13329,"1785, 3e Avenue",Val-d'Or,QC,J9P 1W3,,-77.8230581,48.0972622,GPS
13330,171 rue Fraser,Rivière-du-Loup,QC,G5R 1E2,,-69.5533162,47.828417,GPS
13331,455 Boulevard du Séminaire Nord,Saint-Jean-sur-Richelieu,QC,J3B 5L4,,-73.2647389,45.313891,GPS
13332,"75 Rue Principale, A",Frelighsburg,QC,J0J 1C0,,-72.8353477,45.0529683,GPS
13333,5 Chemin Garagona,Frelighsburg,QC,J0J 1C0,,-72.8391453,45.0566493,GPS
13334,3567 boul. Stearns,Lac-Mégantic,QC,G6B 1H6,,-70.88318,45.573786,GPS
13335,5633 56 St,Drayton Valley,AB,T7A 0B2,,-114.984716,53.231318,GPS
13336,73 Broadway Ave,Toronto,ON,M4P 0G3,,-79.394746,43.710239,GPS
13337,Autoroute Jean-Lesage Est - Sortie 223,Daveluyville,QC,G0Z 1C0,,-72.106229,46.185106,GPS
13338,860 Avenue Gabriel-Brissette,Berthierville,QC,J0K 1A0,,-73.197285,46.086582,GPS
13339,20592 Lougheed Hwy,Maple Ridge,BC,V2X 2P8,,-122.650796,49.217937,GPS
13340,14 Willow St N,Acton,ON,L7J 1G8,,-80.041168,43.630756,GPS
13341,19131 Main St,Alton,ON,L7K 1R1,,-80.048637,43.845844,GPS
13342,6677 Meadowvale Town Centre Circle,Mississauga,ON,L5N 2R5,,-79.759932,43.584399,GPS
13343,Hangar 1- Billy Bishop Toronto City Airport,Toronto,ON,M5V 1A1,,-79.395052,43.633007,GPS
13344,1 Holt Rd S,Bowmanville,ON,L1C 3Z8,,-78.718472,43.87086,GPS
13345,20 Shirley Blvd,Nepean,ON,K2K 2Z2,,-75.882541,45.365093,GPS
13346,P11 NCC 26 Greenbelt P11,Ottawa,ON,K2R 1H4,,-75.816886,45.306764,GPS
13347,3910 Innes Rd,Orleans,ON,K4A 0G2,,-75.506621,45.452412,GPS
13348,1199 Joseph Cyr St,Ottawa,ON,K1J 7T4,,-75.634137,45.422939,GPS
13349,290 Main St,Yarmouth,NS,B5A 1C9,,-66.12061,43.835018,GPS
13350,"152, rue Principale",Saint-Benoit-Labre,QC,G0M 1P0,,-70.790609,46.06765,GPS
13351,"30, Route du Lac Rond Nord",Montcalm,QC,J0T 2V0,,-74.5472815,45.9418905,GPS
13352,10 Rue de l'Hôtel de Ville,Montcalm,QC,J0T 2V0,,-74.54735124,45.94211805,GPS
13353,"101, Rue du Pont",Huberdeau,QC,J0T 1G0,,-74.6347013,45.9751493,GPS
13354,"2430, rue Saint-jean",Frontenac,QC,G6B 2S1,,-70.830274,45.572437,GPS
13355,26 Bridge Ave,Stellarton,NS,B0K 0A2,,-62.655551,45.562769,GPS
13356,125 Centennial Road,Kitchener,ON,N2B 3E9,,-80.429601,43.474987,GPS
13357,125 Centennial Road,Kitchener,ON,N2B 3E9,,-80.429532,43.475036,GPS
13358,125 Centennial Rd,Kitchener,ON,N2B 3E9,,-80.42956,43.474606,GPS
13359,125 Centennial Rd,Kitchener,ON,N2B 3E9,,-80.429705,43.474552,GPS
13360,3300 Chatham Street,Richmond,BC,V7E 3K1,,-123.189019,49.126092,GPS
13361,3219 Wharf St,Daajing Giids,BC,V8J 3V6,,-132.06952,53.254249,GPS
13362,"1280 Victoria Street, 1280 Victoria St.",Squamish,BC,V8B 0P7,,-123.1565497,49.6993038,GPS
13363,926 Rang de l'Église Nord,Saint-Ignace-de-Stanbridge,QC,J0J 1Y0,,-72.9436733,45.1804607,GPS
13364,9800 Boulevard Sainte-Anne,Sainte-Anne-de-Beaupré,QC,G0A 3C0,,-70.9317109,47.0202876,GPS
13365,340 rue Mercier,Cowansville,QC,J2K 1T4,,-72.775351,45.210178,GPS
13366,9184 Commercial St,New Minas,NS,B4N 3E5,,-64.448718,45.066261,GPS
13367,313 Rue de la Montagne,Montréal,QC,H3C 2B2,,-73.56247,45.49231,GPS
13368,50 Rue de la Ferme,Baie-Saint-Paul,QC,G3Z 0G4,,-70.5036555,47.4363986,GPS
13369,242 Montée Gagnon,Sainte-Anne-des-Plaines,QC,J0N 1H0,,-73.853985,45.748506,GPS
13370,224 Rue Saint Pierre,Terrebonne,QC,J6W 5P2,,-73.626011,45.694231,GPS
13371,292 58ième Rue Ouest,venise-en-quebec,QC,J0J 2K0,,-73.165732,45.065189,GPS
13372,4250 Lakeshore Road,Burlington,ON,L7L 1A6,West side of barn building,-79.754003,43.353157,GPS
13373,Box 50009,Frog Lake,AB,T0A 1M0,,-110.39473,53.86903,GPS
13374,"19, Chanoine-Audet",Saint-Raphaël,QC,G0R 4C0,,-70.755331,46.794629,GPS
13375,555 Dealership Dr,Ottawa,ON,K2J 6H8,,-75.782822,45.263352,GPS
13376,3850 Bd des Sources,Dollard-des-Ormeaux,QC,H9B 2C8,,-73.803604,45.490123,GPS
13377,101 Indian Rd S,Sarnia,ON,N7T 3W1,,-82.377023,42.96031,GPS
13378,1438 Youville Dr,Ottawa,ON,K1C 2X8,,-75.550176,45.465008,GPS
13379,2496 Bank St,Ottawa,ON,K1V 0W8,,-75.644055,45.35359,GPS
13380,4105 QC-132,Sainte-Catherine,QC,J5C 1V9,,-73.559082,45.386372,GPS
13381,MB-2,Treherne,MB,R0G 2V0,,-98.690038,49.636367,GPS
13382,1500 Carling Ave,Ottawa,ON,K1Z 0A3,,-75.740825,45.381758,GPS
13383,50 Lewisville Rd,Moncton,NB,E1A 2K2,,-64.774615,46.099717,GPS
13384,4178 4 Ave,Whitehorse,YT,Y1A 1J6,,-135.061677,60.724336,GPS
13385,1377 Richmond Rd,Ottawa,ON,K2B 6R7,,-75.78834,45.365634,GPS
13386,1365 Dundas St,London,ON,N5W 3B5,,-81.2019366,42.9965939,GPS
13387,525 QC-131,Lanaudière,QC,J6E 0M1,,-73.419259,46.05892,GPS
13388,1600 Rue d'Acton,Acton Vale,QC,J0H 1A0,,-72.575218,45.644826,GPS
13389,460 Speedvale Ave W,Guelph,ON,N1H 8G2,,-80.29472,43.538323,GPS
13390,460 Speedvale Ave W,Guelph,ON,N1H 8G2,,-80.294647,43.538264,GPS
13391,460 Speedvale Ave W,Guelph,ON,N1H 8G2,,-80.294591,43.538228,GPS
13392,78 Hadden Road,Georgina,ON,L0E 1R0,,-79.2822218,44.3189581,GPS
13393,2800 RUTHERFORD RD.,Vaughan,ON,L4K 2N9,,-79.525179,43.8340746,GPS
13394,5579 Tyson Rd,Chilliwack,BC,V2R 0P1,,-121.977355,49.10343236,GPS
13395,"316, Rue du Frère Dominique",Nicolet,QC,J3T 1K6,,-72.60574796,46.23258709,GPS
13396,1305 des Loisirs Est,l'Ancienne-Lorette,QC,G2E 0A6,,-71.361712,46.807595,GPS
13397,30 The Queensway,Toronto,ON,M6R 1B5,,-79.450148,43.641067,GPS
13398,20075 Langley Bypass,Langley,BC,V3A 8R6,,-122.665562,49.113604,GPS
13399,65 Rue Saint-Pierre,Rigaud,QC,J0P 1P0,CHAUFFERIE 2,-74.309804,45.472924,GPS
13400,65 Rue Saint-Pierre,Rigaud,QC,J0P 1P0,CHAUFFERIE 1,-74.309755,45.47287,GPS
13401,Highway #8 North,Moosomin,SK,S0G3N0,,-101.675747,50.161809,GPS
13402,2910 41 Avenue,Lloydminster,SK,S9V 2K6,,-109.978718,53.276339,GPS
13403,4089a 44 St,Lloydminster,SK,S9V 2H1,,-109.978671,53.276388,GPS
13404,24 Capital Circle,Saskatoon,SK,S0K 0A2,,-106.703583,52.199693,GPS
13405,24 Capital Circle,Saskatoon,SK,S7R 0H4,,-106.703683,52.199775,GPS
13406,161 Cityview Blvd.,Vaughan,ON,L4H 0A9,,-79.550957,43.850417,GPS
13407,"275, Montée Miron",Rivière-Rouge,QC,J0T 1T0,,-75.0562974,46.6143699,GPS
13408,1756 Boulevard Jacques-Cartier E,Longueuil,QC,J4N 1A1,,-73.457441,45.541476,GPS
13409,830 100 St SW,Edmonton,AB,T6X 0S8,,-113.490559,53.42585,GPS
13410,830 100 Street Southwest,Edmonton,AB,T6X 0S8,,-113.490645,53.425939,GPS
13411,7750 McCowan Road,Markham,ON,L3S 3J4,,-79.280152,43.848198,GPS
13412,48 Millennium Parkway,Belleville,ON,K8N 4Z5,,-77.408822,44.190472,GPS
13413,741 River Valley Drive,Grand Bay-Westfield,NB,E5K 4V3,,-66.196492,45.320791,GPS
13414,100 Frontier Path Private,Gloucester,ON,K1J 0C8,,-75.6114784,45.4301302,GPS
13415,"180, Rue Arboit",L'Assomption,QC,J5W 1J4,,-73.450463,45.822896,GPS
13416,"2250, Rue Bombardier",Sainte-Julie,QC,J3E 2J9,,-73.30526623,45.57875305,GPS
13417,8825 ON-11,Severn,ON,L3V 6S2,,-79.399394,44.692537,GPS
13418,8880 ON-11,Severn,ON,L3V 0W4,,-79.399745,44.694916,GPS
13419,2200 Sunstone Way,Pemberton,BC,V0N 2L0,,-122.754051,50.318095,GPS
13420,5498 Patricia Bay Highway,Victoria,BC,V8Y 1Y1,,-123.389782,48.537637,GPS
13421,5498 Patricia Bay Highway,Victoria,BC,V8Y 1Y1,,-123.38979,48.53764,GPS
13422,455 boul. Jean-Paul-Vincent,Longueuil,QC,J4G 1R3,Stationnement IGA,-73.479329,45.565442,GPS
13423,455 boul. Jean-Paul-Vincent,Longueuil,QC,J4G 1R3,Stationnement IGA,-73.479341,45.565429,GPS
13424,55 King Street,Prince Edward,ON,K0K 2T0,,-77.1433027,44.0082426,GPS
13425,5005 S Service Rd,Beamsville,ON,L0R 1B4,,-79.478752,43.187849,GPS
13426,6085 Creditview Rd,Mississauga,ON,L5V 2A8,,-79.710209,43.599626,GPS
13427,1031 Elsmere Avenue,Windsor,ON,N9A 2B1,Municipal Lot 35 - Elsmere AvenueErie Street East,-83.021838,42.312559,GPS
13428,630 Rue Mountainview,Otterburn Park,QC,J3H 2L1,,-73.2035999,45.5405201,GPS
13429,"175, Boulevard Rene Levesque Est",Chandler,QC,G0C 1K0,,-64.672447,48.351478,GPS
13430,7284 Cypress Street,Vancouver,BC,V6P 5M3,,-123.1492107,49.2198782,GPS
13431,8350 Boulevard Taschereau,Brossard,QC,J4X 1C2,,-73.471384,45.4460036,GPS
13432,250 Hume Street,Collingwood,ON,L9Y 4W3,,-80.2099421,44.4962546,GPS
13433,4 1RE AV O,Saint-Eugène-De-Guigues,QC,J0Z 3L0,,-79.353642,47.512576,GPS
13434,14405 Rosedale Ave,Summerland,BC,V0H 1Z0,,-119.67727,49.60666,200-8
13435,1399 Cawthra Rd,Mississauga,ON,L5G 4L1,,-79.576896,43.577712,GPS
13436,1399 Cawthra Rd,Mississauga,ON,L5G 4L1,,-79.576909,43.577701,GPS
13437,1399 Cawthra Rd,Mississauga,ON,L5J 4L1,,-79.576732,43.578179,GPS
13438,1399 Cawthra Rd,Mississauga,ON,L5J 4L1,,-79.576737,43.578166,GPS
13439,1399 Cawthra Rd,Mississauga,ON,L5J 4L1,,-79.57672,43.578172,GPS
13440,1399 Cawthra Rd,Mississauga,ON,L5J 4L1,,-79.576722,43.578161,GPS
13441,4150 Rue Sainte-Catherine,Westmount,QC,H3Z 2Y5,Location indoor parking garage SS-2,-73.587134,45.486687,GPS
13442,4150 Rue Sainte-Catherine,Westmount,QC,H3Z 2Y5,,-73.587123,45.48669,GPS
13443,1915 Enterprise Way,Kelowna,BC,V1Y 9S9,,-119.45394,49.88388,200-8
13444,"261 Rte 216 O Ham-Nord, Quebec G0P 1A0, Canad",Ham-Nord,QC,G0P 1A0,La Grange Pardue,-71.655118,45.886881,GPS
13445,"1100 1st Street Southeast, Suite 300",Calgary,AB,T2G 1B1,,-114.0602062,51.042091,GPS
13446,500 Boulevard du Beau Pré,Beaupré,QC,G0A 1E0,,-70.906219,47.0735064,GPS
13447,1450 Tupper Street,Hawkesbury,ON,K6A 3T5,,-74.5913482,45.5914748,GPS
13448,3245 Wonderland Road South,London,ON,N6L 1R4,,-81.2822714,42.9318355,GPS
13449,"99, Rue de la Mairie",Sainte-Marthe-sur-le-Lac,QC,J0N 1P0,,-73.93136117,45.52801282,GPS
13450,590 Old Hope Princeton Way,Hope,BC,V0X 1L4,,-121.428878,49.374424,GPS
13451,4325 Main St,Whistler,BC,V8E1B5,,-122.95627,50.118331,GPS
13452,331 Boulevard Poliquin,Sorel-Tracy,QC,J3P 7W1,,-73.0953,46.030178,GPS
13453,331 Boulevard Poliquin,Sorel-Tracy,QC,J3P 7W1,,-73.09535,46.03021,GPS
13454,115 King St W,Toronto,ON,M5H 3T9,,-79.382828,43.647872,GPS
13455,121 King St W,Toronto,ON,M5H 3T9,,-79.382861,43.647865,GPS
13456,121 King St W,Toronto,ON,M5H 3T9,,-79.382951,43.647834,GPS
13457,40 rue de la Pruchière,St-Pacôme,QC,G0L 3X0,,-69.957944,47.414001,GPS
13458,"8810, Avenue Christophe Colomb",Montréal,QC,H2M 2E7,,-73.633013,45.553315,GPS
13459,5353 5e Avenue Ouest,Québec,QC,G1H 7A3,,-71.265324,46.844174,GPS
13460,5425 Sackville St,Halifax,NS,B3J 3Y3,Ditch Parking Lot,-63.581188,44.647135,GPS
13461,5425 Sackville St,Halifax,NS,B3J 3Y3,Ditch parking lot,-63.581167,44.647166,GPS
13462,15-25 rue Merry sud,Magog,QC,J1X 3K9,,-72.15837425,45.26631177,GPS
13463,"102, rue de la Fabrique",Saint-Marc-sur-Richelieu,QC,J0L 2E0,,-73.194584,45.677956,GPS
13464,3724 Côte de la Pente-Douce,Québec,QC,G1S 3G6,,-71.245817,46.801068,GPS
13465,5210 Calgary Trail Northwest,Edmonton,AB,T6H 4J8,,-113.49665,53.489563,GPS
13466,380 Bobolink Ridge,Ottawa,ON,K2V 0E6,Parking Lot,-75.891335,45.271455,GPS
13467,380 Bobolink Ridge,Ottawa,ON,K2V 0E6,,-75.89128,45.271951,GPS
13468,380 Bobolink Ridge,Ottawa,ON,K2V 0E6,,-75.891517,45.271799,GPS
13469,380 Bobolink Ridge,Ottawa,ON,K2V 0E6,,-75.891385,45.271951,GPS
13470,380 Bobolink Ridge,Ottawa,ON,K2V 0E6,,-75.890943,45.272058,GPS
13471,380 Bobolink Ridge,Ottawa,ON,K2V 0E6,,-75.891137,45.271826,GPS
13472,380 Bobolink Ridge,Ottawa,ON,K2V 0E6,,-75.891038,45.271945,GPS
13473,168 King St S,Waterloo,ON,N2J 0G9,,-80.520239,43.461253,GPS
13474,380 Bobolink Ridge,Ottawa,ON,K2V 0E6,Parking Lot,-75.891084,45.271685,GPS
13475,325 Stewart Boulevard,Brockville,ON,K6V 4W8,,-75.703511,44.600765,GPS
13476,325 Stewart Boulevard,Brockville,ON,K6V 4W8,,-75.703474,44.600822,GPS
13477,245 Lower Bench Road,Penticton,BC,V2A 2B1,,-119.5786298,49.5082582,GPS
13478,"7606 42 Street, 104",Leduc,AB,T9E 0B5,,-113.5354559,53.2973996,GPS
13479,1751 Rue Richardson,Montréal,QC,H3K 1G5,,-73.5617182,45.4848047,GPS
13480,1245 Steeles Avenue East,Milton,ON,L9T 0K2,,-79.871057,43.543506,GPS
13481,1245 Steeles Avenue East,Milton,ON,L9T 0K2,,-79.870564,43.543754,GPS
13482,11500 35 Street Southeast,Calgary,AB,T2Z 3W4,,-113.984284,50.946296,GPS
13483,11500 35 St SE,Calgary,AB,T2Z 3W4,,-113.984905,50.946471,GPS
13484,"9680, Boulevard Gouin Ouest",Pierrefonds,QC,H8Y 1R5,,-73.784612,45.504318,GPS
13485,55 Donald Rd,Miller Lake,ON,N0H 1Z0,,-81.477257,45.048004,GPS
13486,19 Ronald St,Northern Bruce Peninsula,ON,N0H 1X0,,-81.353478,44.879162,GPS
13487,112 Bay St,Tobermory,ON,N0H 2R0,,-81.659985,45.26199,GPS
13488,8 Earl St,Tobermory,ON,N0H 2R0,,-81.659675,45.258663,GPS
13489,34 Bay St,Tobermory,ON,N0H 2R0,,-81.66208837,45.25514759,GPS
13490,32 Bay St,Tobermory,ON,N0H 2R0,,-81.66240888,45.25478677,GPS
13491,16 Hay Bay Rd,Tobermory,ON,N0H 2R0,,-81.666444,45.252569,GPS
13492,93 Cape Hurd Rd,Tobermory,ON,N0H 2R0,,-81.656752,45.234649,GPS
13493,5 Warner Bay Rd,Tobermory,ON,N0H 2R0,,-81.630354,45.230562,GPS
13494,468 Warner Bay Rd,Tobermory,ON,N0H 2R0,,-81.651871,45.196989,GPS
13495,390 Eagle Rd,Tobermory,ON,N0H 2R0,,-81.627402,45.189259,GPS
13496,197 Miller Lake Shore Rd,Miller Lake,ON,N0H 1W0,,-81.402751,45.098619,GPS
13497,248 Stokes Bay Rd,Lion's Head,ON,N0H 1W0,,-81.346805,44.980882,GPS
13498,1 McNeil St,Lion's Head,ON,N0H 1W0,,-81.25275103,44.9899977,GPS
13499,2837 Highway 6,Lion's Head,ON,N0H 1W0,,-81.286996,44.96888,GPS
13500,817 Pike Bay Rd,Wiarton,ON,N0H 2T0,,-81.32188,44.869503,GPS
13501,274 Spry Lake Rd,Wiarton,ON,N0H 2T0,,-81.248788,44.749919,GPS
13502,5216 Highway 551,Providence Bay,ON,P0P 1T0,,-82.269118,45.671653,GPS
13503,1067 Highway 637,Killarney,ON,P0M 2A0,,-81.47894641,45.99394203,GPS
13504,120 Easton Drive,Selkirk,MB,R1A 1C9,Lot Stalls 244/245,-96.885649,50.158294,GPS
13505,120 Easton Drive,Selkirk,MB,R1A 1C9,Lot stalls 252/253,-96.88588,50.158497,GPS
13506,383 Colborne St,London,ON,N6B 3P5,,-81.2396531,42.9855203,GPS
13507,901 Rue Saint-Louis,Terrebonne,QC,J6W 1K1,,-73.639327,45.6957725,GPS
13508,50 Ouwatin,TsaXana,BC,V0P 1G0,,-126.0728083,49.8121402,GPS
13509,59 Irvin Way,Sylvan Lake,AB,T4S 0W9,,-114.072883,52.302301,GPS
13510,59 Irvin Way,Sylvan Lake,AB,T4S 0W9,,-114.072895,52.302117,GPS
13511,110 Jozo Weider Boulevard,Blue Mountains,ON,L9Y 0P7,,-80.3161301,44.5079308,GPS
13512,1395 McKenzie Rd,Abbotsford,BC,V2S 8A6,,-122.2856785,49.02663124,GPS
13513,260 11e Rue,Québec,QC,G1L 2L9,,-71.23091,46.826802,GPS
13514,801 Aviation Parkway,Ottawa,ON,K1K 4B2,,-75.628023,45.440504,GPS
13515,801 Aviation Parkway,Ottawa,ON,K1K 4B2,,-75.628628,45.440464,GPS
13516,1700 Hodges Avenue 1700 Hodges Avenue,Masset,BC,V0T 1R0,,-132.145588,54.012897,GPS
13517,13380 boul. du Curé-Labelle,Mirabel,QC,J7J 1G9,Stationnement IGA,-73.920176,45.69891,GPS
13518,621 Sheppard Ave East,North York,ON,M2K 0G4,,-79.3811142,43.7680004,GPS
13519,511 Royal Avenue,New Westminster,BC,V3L 1H9,,-122.9110976,49.2068933,GPS
13520,965 Rue Valentin,Québec,QC,G1W 5B8,,-71.32397,46.753847,GPS
13521,4635 Boulevard Sainte-Anne,Québec,QC,G1C 2J5,,-71.157258,46.874361,GPS
13522,5665 Rue Brunetière,Montréal,QC,H1S 1B5,,-73.584129,45.58436,GPS
13523,800 Rue du Rosaire,Montréal,QC,H2R 3B1,,-73.621538,45.544711,GPS
13524,1958 42e Avenue,Montréal,QC,H1A 3C1,,-73.504024,45.66446,GPS
13525,8019 105 St NW,Edmonton,AB,T6E 4Z4,,-113.500221,53.516719,GPS
13526,1601 Rue Sanguinet,Montréal,QC,H2X 3G2,P1,-73.563483,45.514483,GPS
13527,2600 Rue College,Sherbrooke,QC,J1M 1Z7,,-71.8473645,45.3638038,GPS
13528,East Toba Powerhouse,qathet,BC,V8A 4J4,,-123.960324,50.675244,GPS
13529,553 St Jean Baptiste St,Winnipeg,MB,R2H 2X8,,-97.115324,49.890421,GPS
13530,13380 boul. du Curé-Labelle,Mirabel,QC,J7J 1G9,Stationnement IGA,-73.920174,45.698898,GPS
13531,100 Railway Avenue,Warren,MB,R0C 3E0,,-97.5374685,50.1260351,GPS
13532,6190 Agronomy Road,Vancouver,BC,V6T 1Z3,,-123.2463015,49.2611606,GPS
13533,777 Columbia Street,New Westminster,BC,V3M 1B6,,-122.9112435,49.2016438,GPS
13534,Rang Petite Côte des Anges,Mirabel,QC,J7N 2B5,,-73.983126,45.636404,GPS
13535,218 Rue Guillemette,Sainte-Hélène-de-Chester,QC,G0P 1H0,,-71.69187,46.050303,GPS
13536,5329 Boundary Rd,Ottawa,ON,K0A 1K0,,-75.442933,45.345265,GPS
13537,200 King St,Midland,ON,L4R 3L9,,-79.8877757,44.75215364,GPS
13538,56 Salmon Ave,Bracebridge,ON,P1L 1C3,,-79.327893,45.039676,GPS
13539,20 Rene Caisse Ln,Bracebridge,ON,P1L 2B5,,-79.313644,45.042027,GPS
13540,196 Taylor Rd,Bracebridge,ON,P1L 1J9,,-79.300256,45.045155,GPS
13541,320 Taylor Rd,Bracebridge,ON,P1L 0H1,,-79.296803,45.050033,GPS
13542,110 Clearbrook Trl,Bracebridge,ON,P1L 0A3,,-79.320583,45.06494,GPS
13543,11 High St,Huntsville,ON,P1H 1N9,,-79.216656,45.325665,GPS
13544,5 Humphrey Dr,Seguin,ON,P2A 2W8,,-79.811949,45.288316,GPS
13545,6 Albert St,Parry Sound,ON,P2A 3A4,,-80.018975,45.342457,GPS
13546,17 George St,Parry Sound,ON,P2A 2X4,,-80.02831,45.340267,GPS
13547,2 Bay St,Parry Sound,ON,P2A 1S3,,-80.03804568,45.33926688,GPS
13548,9 Great North Rd,Parry Sound,ON,P2A 2X8,,-80.030466,45.342599,GPS
13549,7-17 Mary St,Parry Sound,ON,P2A 1C8,,-80.03120411,45.3453599,GPS
13550,4304 N Sparks St,Magnetawan,ON,P0A 1P0,,-79.64323842,45.66804546,GPS
13551,91 Water St,Sunridge,ON,P0A 1Z0,,-79.3916524,45.77032924,GPS
13552,167 Ontario St,Burk's Falls,ON,P0A 1C0,,-79.408251,45.618405,GPS
13553,10 Huron Road,Kitchener,ON,N2P 2C5,,-80.43752,43.40069,GPS
13554,550 Main Street,Stonewall,MB,R0C 2Z0,,-97.326953,50.1291146,GPS
13555,8205 Rue A.-A.-Desroches,Montréal,QC,H1L 2S3,,-73.52195,45.595949,GPS
13556,16420 Rue Bureau,Montréal,QC,H1A 1Z5,,-73.479283,45.701583,GPS
13557,1867 Avenue Bennett,Montréal,QC,H1V 2S9,,-73.537395,45.554702,GPS
13558,366 Richmond Road,Ottawa,ON,K2A 0E8,Surface Lot,-75.755331,45.391151,GPS
13559,366 Richmond Road,Ottawa,ON,K2A 0E8,Surface Lot,-75.755396,45.391211,GPS
13560,10819 106 Avenue,Grande Prairie,AB,T8V 7X1,,-118.821878,55.176168,GPS
13561,3075 Wonderland Rd S,London,ON,N6L 1R4,,-81.282432,42.936472,GPS
13562,11525 Jasper Ave,Edmonton,AB,T5K 0M7,Surface Lot,-113.520885,53.540529,GPS
13563,6344 Deer Lake Ave,Burnaby,BC,V5G 2J3,,-122.971804,49.240999,GPS
13564,6344 Deer Lake Avenue,Burnaby,BC,V5G 2J3,,-122.971844,49.240971,GPS
13565,144 MacLachlan Ave,Haldimand County,ON,N3W 0C9,,-79.930288,43.072758,GPS
13566,144 MacLachlan Ave Floor Catholic side parkin,Haldimand County,ON,N3W 0C9,,-79.930288,43.072758,GPS
13567,4720 Kingsway,Burnaby,BC,V5H 4J5,,-123.00056,49.226044,GPS
13568,1140 103A Street Southwest,Edmonton,AB,T6W 2P6,,-113.4964738,53.4222124,GPS
13569,32040 LOUGHEED HWY,MISSION,BC,V2V 1A4,,-122.336435,49.132384,GPS
13570,1600 3e avenue,Acton Vale,QC,J0H 1A0,,-72.576111,45.656667,GPS
13571,10 Rue de l'Église,Frelighsburg,QC,J0J 1C0,,-72.836355,45.05502,GPS
13572,2660 Rue du Centre Communautaire,Sainte-Séraphine,QC,J0A 1E0,,-72.18508,45.92144,GPS
13573,185 Boulevard 4e,Terrasse-Vaudreuil,QC,J7V 8Y8,,-73.985152,45.390781,GPS
13574,90 7e Avenue,Terrasse-Vaudreuil,QC,J7V 3N2,,-73.986616,45.390402,GPS
13575,3500 Rue de l'Aéroport,Trois-Rivières,QC,G9B 2N8,,-72.676261,46.362084,GPS
13576,185 Québec 138,Cap-Santé,QC,G0A 1L0,,-71.769052,46.669881,GPS
13577,333 rue hertel,Beloeil,QC,J3G 4G7,,-73.215627,45.556403,GPS
13578,406 A 5e Rue Rouleau,La Pocatière,QC,G0R 1Z0,,-70.035904,47.368306,GPS
13579,"900, 6e Avenue Pilote",La Pocatière,QC,G0R 1Z0,,-70.0321468,47.3698218,GPS
13580,402 9e Rue Boulevard Desrochers,La Pocatière,QC,G0R 1Z0,,-70.033816,47.370715,GPS
13581,607 Niagara St,Welland,ON,L3C 1L9,,-79.251805,43.00781,GPS
13582,4810 28 Street,Athabasca,AB,T9S 1N1,,-113.246592,54.7189058,GPS
13583,371 Ontario St,St. Catharines,ON,L2R 5L3,,-79.26682,43.17404,200-8
13584,16450 1re Avenue,Saint-Georges,QC,G5Y 2G5,16450,-70.652585,46.098328,GPS
13585,180 Achilles Road,Ajax,ON,L1S 7S3,,-79.008069,43.854144,GPS
