Station Name,Street Address,Intersection Directions,City,State,ZIP,Station Phone,Extension/Second Number,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,EV Connector Types,Access Code,Access Detail Code,EV Pricing,EV On-Site Renewable Source,Restricted Access,Maximum Vehicle Class,EV Workplace Charging
BROADSTREET GLENHART #4,831 Ryan Road,,Courtenay,BC,V9N 3R6,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,49.698828,-124.98598,2026-06-29,354002,J1772,public,,Price Information not available,,0,,0
8310 Boulevard Châteauneuf,8310 Boulevard Châteauneuf,,Montréal,QC,H1K 1E5,855-999-8378,,,,,4,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.60978719,-73.55726074,2026-06-29,303989,J1772,public,,Price Information not available,,0,,0
Robert's Farm Equipment,83145 Brussels Line,,Walton,ON,N0K 1Z0,519-887-6365,,24 hours daily,,,1,,Non-Networked,,200-9,43.683924,-81.298541,2026-02-13,83760,J1772,public,,Free,,0,HD,0
8320 Centrale,"8320, Rue Centrale",,Montréal,QC,H8P 3N9,855-999-8378,,,,,4,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.4197325,-73.6109095,2026-06-29,347600,J1772,public,,Price Information not available,,0,,0
CoE - 8322-105th Street (Strathcona),8322 105th Street,,Edmonton,AB,T6E 2H5,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,53.519364,-113.5005,2026-06-29,353098,J1772,public,,Price Information not available,,0,,0
Lakeside Chevrolet Buick GMC 2,833 Durham St,,Kincardine,ON,N2Z 3B9,,,For fleet use only,,,1,2,IN_CHARGE,https://inchargeus.com,GPS,44.17148633,-81.61509212,2025-04-09,377854,J1772 J1772COMBO,private,,Price Information not available,,,MD,0
SWTCH Energy,833 Richmond Rd,,Ottawa,ON,K2A 4A5,844-798-2438,,24 hours daily,A D Debit M V,,1,,SWTCH,https://swtchenergy.com,GPS,45.38025805,-75.77267145,2023-11-09,313598,J1772,public,,$3 per hour,,0,,0
AZUR Legacy Collection Hotel - 2,833 W Pender St,,Vancouver,BC,V6C 1K7,888-356-8911,,24 hours daily,,,7,,FLO,https://www.flo.com,GPS,49.2857792,-123.1163804,2026-06-29,322541,J1772,public,,Price Information not available,,0,,0
AZUR Legacy Collection Hotel - 1,833 W Pender St,,Vancouver,BC,V6C 1K7,888-356-8911,,24 hours daily,,,1,,FLO,https://www.flo.com,GPS,49.2857792,-123.1165134,2026-06-29,322542,J1772,public,,Price Information not available,,0,,0
Desjardins - CdS Ste-Genevieve,"833, boul. Sainte-Geneviève",,Chicoutimi,QC,G7G 2E9,855-999-8378,,,,,1,,Circuit électrique,https://lecircuitelectrique.com,GPS,48.4474,-71.08409,2026-06-29,305270,J1772,public,,Price Information not available,,0,,0
Super C - Brossard,8330 Boulevard Taschereau,,Brossard,QC,J4X 1C2,888-356-8911,,24 hours daily,,,,4,FLO,https://www.flo.com,GPS,45.4470583,-73.4709004,2026-06-29,454256,J1772COMBO,public,,Price Information not available,,0,,0
Spark Markham,8330 Woodbine Ave,,Markham,ON,L3R 2N8,855-885-9571,,24 hours daily,,,4,,OpConnect,https://opconnect-ev.com,GPS,43.84601,-79.35821,2026-06-29,327125,J1772,public,,Price Information not available,,0,,0
NEPTUNE PI MALL 51,834 51st St,East side wall of Tong’s Wok,Saskatoon,SK,S7K 5C7,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,52.173485,-106.649181,2026-06-29,327392,J1772,public,,Price Information not available,,0,,0
8340 Papineau,8340 Avenue Papineau,,Montréal,QC,H2M 2R5,855-999-8378,,,,,2,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.555275,-73.624298,2026-06-29,304025,J1772,public,,Price Information not available,,0,,0
Washago Car Park,8341 Simcoe Road 169,,Washago,ON,L0K 2B0,888-356-8911,,24 hours daily,,,,1,FLO,https://www.flo.com,GPS,44.752838,-79.3385,2026-06-29,350000,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
Park Shore BMW,835 Automall Dr,,North Vancouver,BC,V7P 3R8,888-807-0349,,,,,,2,CHAEVI,https://na.chaevi.com,GPS,49.315655,-123.099302,2026-06-29,405839,J1772COMBO,public,,Price Information not available,,1,,0
Fire Hall 7-1,835 CLARK AVE,,Thornhill,ON,L4J 7M1,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,43.4769887,-80.4624287,2026-06-29,460646,J1772,public,,Price Information not available,,0,,0
SÉPAQ - Parc national de la Pointe-Taillon - CDS Plage Taillon,835 rang 3 Ouest,,Saint-Henri-de-Taillon,QC,G0W 2X0,888-356-8911,,24 hours daily,,,3,,FLO,https://www.flo.com,GPS,48.677483,-71.873865,2026-06-29,334301,J1772,public,,Price Information not available,,0,,0
SÉPAQ - Parc national de la Pointe-Taillon - Secteur Touage - Stationnement Centre de Services,"835, rang 3 Ouest",,Saint-Henri-de-Taillon,QC,G0W 2X0,888-356-8911,,24 hours daily,,,1,,FLO,https://www.flo.com,GPS,48.56049,-71.762821,2026-06-29,346048,J1772,public,,Price Information not available,,0,,0
SÉPAQ - Parc national de la Pointe-Taillon - Stationnement Amicaux,"835, rang 3 Ouest",,Saint-Henri-de-Taillon,QC,G0W 2X0,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,48.641242,-71.805837,2026-06-29,350188,J1772,public,,Price Information not available,,0,,0
Econolodge Hotel - Bornes de recharges,8350 Boulevard Taschereau,,Brossard,QC,J4X 1C2,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,45.4460036,-73.471384,2026-06-29,417820,J1772,public,,Price Information not available,,0,,0
8355 Notre-Dame,8355 Notre-Dame,,Montréal,QC,H1L 3L2,855-999-8378,,,,,4,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.594272,-73.511316,2026-06-29,304351,J1772,public,,Price Information not available,,0,,0
Bridgenorth Library,836 Charles Street,,Bridgenorth,ON,K0L 1H0,888-356-8911,,24 hours daily,,,1,,FLO,https://www.flo.com,GPS,44.379595,-78.382864,2026-06-29,316976,J1772,public,,Price Information not available,,0,,0
Gescan Kelowna,837 McCurdy Place,,Kelowna,BC,V1X 8C8,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,49.899599,-119.414689,2026-06-29,371487,J1772,public,,Price Information not available,,0,,0
Hamilton Conservation Authority - Main Office,838 Mineral Springs Road,,Ancaster,ON,L9G 4X1,888-356-8911,,24 hours daily,,,4,,FLO,https://www.flo.com,GPS,43.236119,-80.008216,2026-06-29,327591,J1772,public,,Price Information not available,,0,,0
Green Economy,838 New Brunswick 113,,Inkerman,NB,E8P 1C9,,,24 hours daily,,,1,,Non-Networked,,GPS,47.668803,-64.826558,2025-03-07,386548,J1772,public,,Price Information not available,,0,LD,0
Route 776 Tire auto,839 Route 776,,Grand Manan,NB,E5G 2E3,844-661-6272,,24 hours daily,A D Debit M V,,1,,eCharge Network,https://echargenetwork.com,GPS,44.707735,-66.743875,2026-06-29,301752,J1772,public,,Price Information not available,,0,,0
Caledon Building E,8399 George Bolton Parkway,,Bolton,ON,L7E 3B4,800-636-0986,,,,,25,,CHARGELAB,https://chargelab.co,GPS,43.848007,-79.718016,2026-06-29,455074,J1772,public,,Price Information not available,,0,,0
Best Western Albert Centre-Ville,84 avenue Principale,,Rouyn-Noranda,QC,J9X 4P2,819-762-3545,,24 hours daily; for guests only,,,1,,Non-Networked,,200-9,48.240888,-79.0204,2026-03-30,82920,J1772,public,,Free,,1,LD,0
Best Western - Otonabee Inn,84 Lansdowne St E,,Peterborough,ON,K9J 6Z3,705-742-3454,,24 hours daily; primarily for client use,,,1,,Non-Networked,,200-9,44.290061,-78.303055,2025-04-09,83409,J1772,public,,Free for guest use; $9 per session for the public,,1,LD,0
APQ TERMINAL,84 Rue Dalhousie,,Quebec,QC,G1K,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,46.816573,-71.200711,2026-06-29,162902,J1772,public,,Price Information not available,,0,,0
APQ TERMINAL 2,84 Rue Dalhousie,,Québec,QC,G1K 8M5,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,46.816522,-71.201149,2026-06-29,460998,J1772,public,,Price Information not available,,0,,0
FW EV1 FWEV1,84 Snow St,,Winnipeg,MB,R3T 2M4,888-758-4389,,24 hours daily,A ACCOUNT_BALANCE CREDIT D M V,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,49.807691,-97.148493,2026-06-29,307593,J1772,public,,Price Information not available,,0,,0
HALTE BOUFFE STATION 1,840 Bouvier,stationnement arrière,Québec,QC,G2J 1B8,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,46.834373,-71.27844,2026-06-29,232399,J1772,public,,Price Information not available,,0,,0
HALTE BOUFFE STATION 3,840 Bouvier,stationnement arrière,Québec,QC,G2J 1B8,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,46.834,-71.278786,2026-06-29,232400,J1772,public,,Price Information not available,,0,,0
HALTE BOUFFE STATION 4,840 Bouvier,stationnement arrière,Québec,QC,G2J 1B8,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,46.83429,-71.28041,2026-06-29,232402,J1772,public,,Price Information not available,,0,,0
INDIGO PARK CTO DUPONT,840 Dupont St,,Toronto,ON,M6G 1Z8,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.670973,-79.427576,2026-06-29,459046,J1772,public,,Price Information not available,,0,,0
840 HOWE LOT #952 B,840 Howe St,,Vancouver,BC,V6Z 2S9,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,49.281039,-123.121785,2026-06-29,422463,J1772,public,,Price Information not available,,0,,0
840 HOWE LOT #952 A,840 Howe St,,Vancouver,BC,V6Z 2S9,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,49.281045,-123.121767,2026-06-29,422464,J1772,public,,Price Information not available,,0,,0
CWH-Station 1,840 McConnell Ave,,Cornwall,ON,K6H 5S5,800-775-5729,,24 hours daily,,,1,,Hwisel,https://hwisel.com,GPS,45.0297941,-74.718756,2025-12-12,327663,J1772,public,,Free,,0,LD,0
CWH-Station 2,840 McConnell Ave,,Cornwall,ON,K6H 5S5,800-775-5729,,24 hours daily,CREDIT,,1,,Hwisel,https://hwisel.com,GPS,45.0297941,-74.718756,2025-12-12,327664,J1772,public,,Free,,0,LD,0
CWH-Station 3,840 McConnell Ave,,Cornwall,ON,K6H 5S5,800-775-5729,,24 hours daily,CREDIT,,1,,Hwisel,https://hwisel.com,GPS,45.0297941,-74.718756,2025-12-12,327665,J1772,public,,Free,,0,LD,0
CWH-Station 4,840 McConnell Ave,,Cornwall,ON,K6H 5S5,800-775-5729,,24 hours daily,CREDIT,,1,,Hwisel,https://hwisel.com,GPS,45.0297941,-74.718756,2025-12-12,327666,J1772,public,,Free,,0,LD,0
CWH-Station 5,840 McConnell Ave,,Cornwall,ON,K6H 5S5,800-775-5729,,24 hours daily,CREDIT,,1,,Hwisel,https://hwisel.com,GPS,45.0297941,-74.718756,2025-12-12,327667,J1772,public,,Free,,0,LD,0
CWH-Station 6,840 McConnell Ave,,Cornwall,ON,K6H 5S5,800-775-5729,,24 hours daily,CREDIT,,1,,Hwisel,https://hwisel.com,GPS,45.0297941,-74.718756,2025-12-12,327668,J1772,public,,Free,,0,LD,0
CWH-Station 7,840 McConnell Ave,,Cornwall,ON,K6H 5S5,800-775-5729,,24 hours daily,CREDIT,,1,,Hwisel,https://hwisel.com,GPS,45.0297941,-74.718756,2025-12-12,327669,J1772,public,,Free,,0,LD,0
CWH-Station 8,840 McConnell Ave,,Cornwall,ON,K6H 5S5,800-775-5729,,24 hours daily,CREDIT,,1,,Hwisel,https://hwisel.com,GPS,45.0297941,-74.718756,2025-12-12,327670,J1772,public,,Free,,0,LD,0
Kimberley Nordic Centre,840 North Star Dr.,,Kimberley,BC,V1A 3E9,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,49.68263,-116.007532,2026-06-29,261548,J1772,public,,Price Information not available,,0,,0
BRCC - Berthierville,840 rue Giroux,,Berthierville,QC,J0K 1A0,855-999-8378,,,,,,2,Circuit électrique,https://lecircuitelectrique.com,GPS,46.08595,-73.192928,2026-06-29,304674,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
Desjardins - Cornwall Inc.,840 rue Pitt,,Cornwall,ON,K6J 3S2,855-999-8378,,,,,1,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.02842,-74.734931,2026-06-29,305288,J1772,public,,Price Information not available,,0,,0
Pollution Probe,840 Sutton Mills Crt,,Kingston,ON,K7P 2T1,,,24 hours daily; for employee use only,,,2,,Non-Networked,,GPS,44.25636,-76.57572,2025-03-07,386604,J1772,public,,Price Information not available,,1,LD,1
BRCC - Mascouche - Rue Brien,"840, Rue Brien",,Mascouche,QC,J7K 2X3,855-999-8378,,,,,,6,Circuit électrique,https://lecircuitelectrique.com,GPS,45.740096,-73.598709,2026-06-29,438013,J1772COMBO,public,,Price Information not available,,0,,0
PARK AVE BMW STATION 1,8400 Bd Taschereau,,Brossard,QC,J4X 1C2,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,45.445423,-73.472205,2026-06-29,233474,J1772,public,,Price Information not available,,0,,0
CANADIAN TIRE SOUTH 3,8400 Healey Rd,,Bolton,ON,L7E 0Y3,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.853018,-79.73923,2026-06-29,163187,J1772,public,,Price Information not available,,0,,0
CANADIAN TIRE SOUTH 2,8400 Healey Rd,,Bolton,ON,L7E 0Y3,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.853042,-79.739165,2026-06-29,180540,J1772,public,,Price Information not available,,0,,0
CANADIAN TIRE SOUTH 12,8400 Healey Rd,,Bolton,ON,L7E 0Y3,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.853142,-79.739069,2026-06-29,180541,J1772,public,,Price Information not available,,0,,0
CANADIAN TIRE NORTH 1,8400 Healey Rd,,Bolton,ON,L7E 0Y3,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.86477,-79.743276,2026-06-29,180542,J1772,public,,Price Information not available,,0,,0
ITCP LTD ITC EV 1,8400 West Rd,"North Tower, 174E/173E",Richmond,BC,V6X 1T6,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,49.192648,-123.132188,2026-06-29,232054,J1772,public,,Price Information not available,,0,,0
ITCP LTD ITC EV 2,8400 West Rd,"North Tower, 172E/171E",Richmond,BC,V6X 1T6,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,49.192653,-123.132202,2026-06-29,232056,J1772,public,,Price Information not available,,0,,0
ITCP LTD ITC EV 3,8400 West Rd,"North Tower, 176E/175E",Richmond,BC,V6X 1T6,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,49.19264,-123.132156,2026-06-29,232057,J1772,public,,Price Information not available,,0,,0
CAV COUNTRY INN PEI INC,8405 Cavendish Rd,,Cavendish,PE,C0A 1M0,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,46.49249,-63.36768,2026-06-29,347868,J1772,public,,Price Information not available,,0,,0
Microtel Inn & Suites - Fort St. John - Tesla Destination,8407 93rd St,,Fort St John,BC,V1J 6S2,877-798-3752,,,,,2,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,56.231745,-120.834124,2024-07-01,116304,J1772 TESLA,public,,Price Information not available,,,,0
Victoriaville - Bibliothèque Alcide-Fleury,"841, Boulevard des Bois Francs Sud",,Victoriaville,QC,G6P 5W3,855-999-8378,,,,,2,,Circuit électrique,https://lecircuitelectrique.com,GPS,46.0408795,-71.9203587,2026-06-29,332674,J1772,public,,Price Information not available,,0,,0
Wesgroup - 8411 200th St,8411 200th,,Langley,BC,V2Y 0C7,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,49.155806,-122.669139,2026-06-29,186285,J1772,public,,Price Information not available,,0,,0
842 Desmarchais,"842, Boulevard Desmarchais",,Montréal,QC,H4H 1S6,855-999-8378,,,,,4,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.454908,-73.575799,2026-06-29,460778,J1772,public,,Price Information not available,,0,,0
Building C - Visitor,8420 Ash Street,,Vancouver,BC,V6P 3K4,833-621-0770,,,,,5,,PLUGEV,https://www.plugev.com,GPS,49.223525,-123.11819,2026-06-29,455770,J1772,public,,Price Information not available,,0,,0
Building C - MODO,8420 Ash Street,,Vancouver,BC,V6P 3K4,833-621-0770,,,,,3,,PLUGEV,https://www.plugev.com,GPS,49.223525,-123.11819,2026-06-29,455771,J1772,public,,Price Information not available,,0,,0
Building A - Visitor,8420 Ash Street,,Vancouver,BC,V6P 3K4,833-621-0770,,,,,5,,PLUGEV,https://www.plugev.com,GPS,49.223525,-123.11819,2026-06-29,455772,J1772,public,,Price Information not available,,0,,0
8425 13e Ave,8425 13e Ave,,Montréal,QC,H1Z 3K5,855-999-8378,,,,,2,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.567421,-73.614259,2026-06-29,304236,J1772,public,,Price Information not available,,0,,0
KENTVILLE TOYOT KT OUTSIDE,843 Park Street,It is in front by the door,Kentville,NS,B4N 3V7,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,45.070925,-64.549069,2026-06-29,451443,J1772 TESLA,public,,Price Information not available,,0,,0
St-Alexandre-de-Kamouraska,844 Route 289,,Saint-Alexandre-de-Kamouraska,QC,G0L 2G0,800-953-6513,,,,,,4,FILGO,https://depanneurs.filgo.ca/en/electric-charging-stations/,GPS,47.687893,-69.630664,2026-06-29,460183,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
Gateway East,8445 Broadcast Ave SW,,Calgary,AB,T3H 6B6,800-636-0986,,,,,1,,CHARGELAB,https://chargelab.co,GPS,51.064535,-114.208882,2026-06-29,360134,J1772,public,,Price Information not available,,0,,0
Lakeview Village Mall - Tesla Destination,845 Anders Rd,,West Kelowna,BC,V1Z 1K2,877-798-3752,,,,,3,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,49.859448,-119.551451,2024-07-01,251002,TESLA,public,,Price Information not available,,,,0
Vancouver Aquarium - 845 Avison Way,845 Avison Way,,Vancouver,BC,V6G 3B3,833-621-0770,,,,,2,,PLUGEV,https://www.plugev.com,GPS,49.299524,-123.130034,2026-06-29,455531,J1772,public,,Price Information not available,,0,,0
Sutton Parkade 1,845 Burrard Street,,Vancouver,BC,V6Z 2K6,888-356-8911,,24 hours daily,,,4,,FLO,https://www.flo.com,GPS,49.2828611,-123.1243611,2026-06-29,351583,J1772,public,,Price Information not available,,0,,0
Nicolet - Parc écomaritime,845 Chemin du Fleuve-Ouest,,Nicolet,QC,J3T 1B4,855-999-8378,,,,,2,,Circuit électrique,https://lecircuitelectrique.com,GPS,46.251811,-72.639103,2026-06-29,305666,J1772,public,,Price Information not available,,0,,0
SWTCH Energy Inc.,845 Columbia Ave,,Castlegar,BC,V1N 1H3,844-798-2438,,24 hours daily,A D Debit M V,,4,,SWTCH,https://swtchenergy.com,GPS,49.31800079,-117.6640015,2024-07-11,345814,J1772,public,,Free,,0,LD,0
Elexicon Group Inc,845 Florence St,,London,ON,N5W 6G6,,,,,,4,,Non-Networked,,GPS,42.987573,-81.220678,2026-02-13,210516,J1772,private,,Price Information not available,,,LD,1
Agriplex (845 Florence Street),845 Florence Street,,London,ON,N5W 6G6,800-636-0986,,,,,4,,EVSTART,https://evstart.com,GPS,42.987409,-81.220557,2026-06-29,455156,J1772,public,,Price Information not available,,0,,0
"845 Gardiners Rd. Kingston, ON",845 Gardiners Rd,,Kingston,ON,K7M 7E6,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,44.2530572,-76.5694348,2026-06-29,240987,J1772,public,,Price Information not available,,0,,0
ONroute Port Hope,845 Hwy 401 Eastbound,,Port Hope,ON,L1A 3W3,800-301-1950,,,,,,6,IVY,https://ivycharge.com,GPS,43.942601,-78.430612,2026-06-29,220733,CHADEMO J1772COMBO TESLA,public,,Price Information not available,,0,,0
Nikka Yuko Japanese Gardens Parking,845 Mayor Magrath Drive S,,Lethbridge,AB,T1J 4W3,888-356-8911,,24 hours daily,,,,2,FLO,https://www.flo.com,GPS,49.6869616,-112.806425,2026-06-29,302306,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
9319-5832 QC. STATION 3,845 Rue des Chênes,,Saint-Nicolas,QC,G7A 3X5,888-758-4389,,24 hours daily,A CREDIT D M V,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,46.7155,-71.34633,2026-06-29,357382,J1772,public,,Price Information not available,,0,,0
845 Roy : Parc Decelles,845 rue Roy,,Saint-Laurent,QC,H4L 3T6,855-999-8378,,,,,2,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.513536,-73.677667,2026-06-29,304110,J1772,public,,Price Information not available,,0,,0
GreenP - Rouge Valley Community Recreation Centre - 8450 Sheppard Ave E.,8450 Sheppard Avenue East,,Toronto,ON,M1B 5R4,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,43.8057779,-79.1891558,2026-06-29,458050,J1772,public,,Price Information not available,,0,,0
ULTIMA FENESTRA ULTIMA FENESTRA,8455 25e Ave,,Saint-Georges,QC,G6A 1M8,888-758-4389,,24 hours daily,A D Debit M V,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,46.146776,-70.678413,2026-06-29,311332,J1772,public,,Price Information not available,,0,,0
OAK & OLIVE 0&0 CHARGER #1,8460 Broadcast Avenue Southwest,,Calgary,AB,T3H 6B7,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,51.066099,-114.209167,2026-06-29,460763,J1772,public,,Price Information not available,,0,,0
OAK & OLIVE O&O CHARGER #2,8460 Broadcast Avenue Southwest,,Calgary,AB,T3H 6B7,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,51.065624,-114.209159,2026-06-29,460764,J1772,public,,Price Information not available,,0,,0
Crowe’s Car Wash,8461 County Road 45,,Alderville,ON,K0K 2X0,888-356-8911,,24 hours daily,,,,2,FLO,https://www.flo.com,GPS,44.166504,-78.077706,2026-06-29,331886,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
Belkadhi Residence,8462 rue de Forbin-Janson,,Montreal,QC,H1K 2J1,,,24 hours daily,A ACCOUNT_BALANCE ANDROID_PAY APPLE_PAY CREDIT D M V,,1,,Non-Networked,,200-8,45.60212,-73.53373,2024-05-13,333592,J1772,public,,Price Information not available,,0,LD,0
CISSSCA - St-Jean-Chrysostome (Santé au travail),848 Avenue Taniata,,Lévis,QC,G6Z 2T6,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,46.727352,-71.205084,2026-06-29,355109,J1772,public,,Price Information not available,,0,,0
Jaral Square,848 Gordon Street,,Guelph,ON,N1G 1Y7,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,43.5246008,-80.2173375,2026-06-29,416194,J1772,public,,Price Information not available,,0,,0
Dubh Glas Distillery - Tesla Destination,8486 Gallagher Lake Frontage Rd,,Oliver,BC,V0H 1T2,877-798-3752,,,,,2,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,49.244845,-119.52537,2024-07-01,116342,J1772 TESLA,public,,Price Information not available,,,,0
Lac Simon - Hôtel de ville,849 Chemin du Tour du Lac,,Lac Simon,QC,J0V 1E0,855-999-8378,,,,,1,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.907585,-75.093144,2026-06-29,305473,J1772,public,,Price Information not available,,0,,0
8498 Châteaubriand,8498 Avenue De Chateaubriand,,Montréal,QC,H2P 2A3,855-999-8378,,,,,2,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.547498,-73.63325,2026-06-29,304217,J1772,public,,Price Information not available,,0,,0
BRCC - Ville de St-Jean-sur-Richelieu (Rona),85 Av Conrad-Gosselin,,St-Jean-sur-Richelieu,QC,J2X 0A1,855-999-8378,,,,,,1,Circuit électrique,https://lecircuitelectrique.com,GPS,45.324694,-73.248365,2026-06-29,305005,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
BRCC - Candiac - Couche-Tard,85 boul. Taschereau,,Candiac,QC,J5R 1X4,855-999-8378,,,,,,2,Circuit électrique,https://lecircuitelectrique.com,GPS,45.399509,-73.505585,2026-06-29,304688,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
SOUTHPORT CHIPMUNK AVE W,85 Centennaire Dr,,Southport,MB,R0H 1N1,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,49.917797,-98.27463,2026-06-29,253495,J1772,public,,Price Information not available,,0,,0
Rowell Jackman,85 Charles Street W,,Toronto,ON,M5S 1K5,888-356-8911,,24 hours daily,,,1,,FLO,https://www.flo.com,GPS,43.6674394,-79.3907716,2026-06-29,371570,J1772,public,,Price Information not available,,0,,0
Swtch Energy,85 Ellesmere Rd,,Toronto,ON,M1R 4C1,844-798-2438,,24 hours daily,A D Debit M V,,1,,SWTCH,https://swtchenergy.com,200-8,43.758334,-79.312431,2024-04-14,258778,J1772,public,,$1.50 per hour,,0,LD,0
SWTCH Energy,85 Ellesmere Rd,,Toronto,ON,M1R 4C1,,,24 hours daily,A D Debit M V,,1,,SWTCH,https://swtchenergy.com,GPS,43.75799942,-79.3132019,2025-11-13,437529,J1772,public,,Free,,0,LD,0
First Capital Asset Management LP,85 Hanna Ave,,Toronto,ON,M6K 3S3,,,24 hours daily,,,2,,Non-Networked,,GPS,43.640083,-79.419864,2025-10-13,209324,J1772,public,,Price Information not available,,0,LD,0
SWTCH Energy Inc.,85 Hanna Ave,,Toronto,ON,M6K 3S3,844-798-2438,,24 hours daily,A D Debit M V,,2,,SWTCH,https://swtchenergy.com,GPS,43.64009857,-79.4197998,2024-06-13,345815,J1772,public,,Free,,0,LD,0
SQI - Poste SQ de Gatineau,85 Jean-Proulx,,Gatineau,QC,J8Z 1W2,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,45.467551,-75.74106,2026-06-29,154280,J1772,public,,Price Information not available,,0,,0
Hickman Chevrolet Cadillac,85 Kenmount Rd,,St. John's,NL,A1B 3R1,709-726-6990,,8am-6pm M-F; For clients use only,,,1,,Non-Networked,,200-9,47.55658,-52.759686,2023-10-12,83078,J1772,public,,Free,,1,LD,0
Hickman Cadillac - Outside,85 Kenmount Road,,St. John's,NL,A1B 3N7,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,47.5566582,-52.7600956,2026-06-29,301655,J1772,public,,Price Information not available,,0,,0
Swtch Energy,85 Laird Dr,,Toronto,ON,M4G 3T8,844-798-2438,,24 hours daily,A D Debit M V,,1,,SWTCH,https://swtchenergy.com,200-9,43.706228,-79.361005,2024-03-15,83301,J1772,public,CREDIT_CARD_ALWAYS,Free,,0,LD,0
