Station_ID  (PK),Station_name,Station_phone ,Location_ID (FK),Network_ID (FK),Access_code,Access_Detail_code,Access_Day_time,EV_Pricing,Date_last_confirmed,Maximum_Vehicle_Class,Ev_Workplace_charging ,Restricted_access
405439,Hôtel Baker,888-356-8911,4924,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
405440,Parc Multi-Sport Sud - Salaberry de Valleyfield,888-356-8911,4924,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
405441,Parc Multi-Sport Sud - Salaberry-de-Valleyfield,888-356-8911,4924,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
405543,Laval - Aréna Hartland-Monahan,855-999-8378,4924,10,public,,,,6/29/2026,,FALSE,FALSE
405544,BRCC - St-Fulgence,855-999-8378,4924,10,public,,,,6/29/2026,,FALSE,FALSE
405545,Sur Rue - Longueuil - 61 rue St-Charles,855-999-8378,4924,10,public,,,,6/29/2026,,FALSE,FALSE
405546,BRCC - Ville de Mont-Joli,855-999-8378,4924,10,public,,,,6/29/2026,,FALSE,FALSE
405547,BRCC - Ville de Saint-Hyacinthe - Centre de congrès,855-999-8378,4924,10,public,,,,6/29/2026,,FALSE,FALSE
405548,BRCC - Trois-Rivières (Cap-de-la-Madeleine),855-999-8378,4924,10,public,,,,6/29/2026,,FALSE,FALSE
405549,BRCC - New Richmond  - Perron ouest,855-999-8378,4924,10,public,,,,6/29/2026,,FALSE,FALSE
405550,BRCC - Les Promenades Gatineau - Entrée 5,855-999-8378,14954,42,public,,,,6/29/2026,,FALSE,FALSE
405551,Place Modesto-Zadra,855-999-8378,15386,10,public,,,,6/29/2026,,FALSE,FALSE
405552,CÉGEP de St-Hyacinthe 2,855-999-8378,15386,10,public,,,,6/29/2026,,FALSE,FALSE
405553,UdS - Pavillon Z8 CHUS Fleurimont,855-999-8378,15386,10,public,,,,6/29/2026,,FALSE,FALSE
405554,BRCC - St-Hubert - Vaudreuil-Dorion,855-999-8378,15386,10,public,,,,6/29/2026,,FALSE,FALSE
405555,Cité de Dorval - 60 avenue Martin Nord,855-999-8378,15386,10,public,,,,6/29/2026,,FALSE,FALSE
405556,CAA-Québec,855-999-8378,15386,10,public,,,,6/29/2026,,FALSE,FALSE
405557,CÉGEP de Chicoutimi,855-999-8378,15386,10,public,,,,6/29/2026,,FALSE,FALSE
405558,Deragon,855-999-8378,15386,10,public,,,,6/29/2026,,FALSE,FALSE
405560,Collège Ahuntsic - 9155 Rue Saint-Hubert (2),855-999-8378,15386,10,public,,,,6/29/2026,,FALSE,FALSE
405561,BRCC - Cap-Aux-Meules,855-999-8378,1022,16,public,,,,6/29/2026,,FALSE,FALSE
405562,BRCC - Dégelis,855-999-8378,1022,9,public,,,,6/29/2026,,FALSE,FALSE
405563,1515 Tricentenaire - Aréna Rodrigue-Gilbert,855-999-8378,2935,13,public,,,,6/29/2026,,FALSE,FALSE
405564,Collège Laval Bloc Sportif,855-999-8378,146,1,public,,,,6/29/2026,,FALSE,FALSE
405565,Collège Ahuntsic - 9155 Rue Saint-Hubert (3),855-999-8378,1262,9,public,,,,6/29/2026,,FALSE,FALSE
405566,Centre Civique de Dollard-des-Ormeaux - P1,855-999-8378,1213,6,public,,,,6/29/2026,,FALSE,FALSE
405567,Centre Civique de Dollard-des-Ormeaux - P2,855-999-8378,1384,9,public,,,,6/29/2026,,FALSE,FALSE
405568,BRCC - Saint-Eustache-Arthur-Sauvé,855-999-8378,5919,6,public,,,,6/29/2026,,FALSE,FALSE
405569,BRCC - Galeries de la Capitale 2,855-999-8378,3222,6,public,,,,6/29/2026,,FALSE,FALSE
405570,BRCC - Natashquan - Chemin d'en Haut,855-999-8378,3222,9,public,,,,6/29/2026,,FALSE,FALSE
405572,Centre Sportif Lacroix-Dutil,855-999-8378,13305,6,public,,,,6/29/2026,,FALSE,FALSE
405573,BRCC - Saint-Jérôme - Gare de train,855-999-8378,12118,2,public,,,,6/29/2026,,FALSE,FALSE
405574,BRCC - Brossard - Saint-Hubert,855-999-8378,2794,10,public,,,,6/29/2026,,FALSE,FALSE
405575,UQAC - 2,855-999-8378,2794,10,public,,,,6/29/2026,,FALSE,FALSE
405576,BRCC - Laval - Cosmodôme,855-999-8378,2794,10,public,,,,6/29/2026,,FALSE,FALSE
405577,Sacré-Coeur - Édifice Municipal,855-999-8378,2794,10,public,,,,6/29/2026,,FALSE,FALSE
405578,Montréal-Est – Parc - Hôtel de Ville,855-999-8378,2794,10,public,,,,6/29/2026,,FALSE,FALSE
405579,BRCC - Laval - Centre communautaire Auteuil,855-999-8378,2794,10,public,,,,6/29/2026,,FALSE,FALSE
405580,Université du Québec à Trois-Rivières - P7,855-999-8378,2794,10,public,,,,6/29/2026,,FALSE,FALSE
405581,BRCC - Rivière Pentecôte - Garage municipal,855-999-8378,12595,1,public,,,,6/29/2026,,FALSE,FALSE
405582,BRCC - Ayer's Cliff - Bibliothèque municipale,855-999-8378,1015,9,public,,,,6/29/2026,,FALSE,FALSE
405583,CÉGEP de Chicoutimi - Centre Géomatique,855-999-8378,11649,14,public,,,,6/29/2026,,FALSE,FALSE
405584,Université du Québec à Trois-Rivières - P1,855-999-8378,6354,10,public,,,,6/29/2026,,FALSE,FALSE
405585,Université du Québec à Trois-Rivières - P4,855-999-8378,6350,10,public,,,,6/29/2026,,FALSE,FALSE
405586,Université du Québec à Trois-Rivières - P5,855-999-8378,6350,10,public,,,,6/29/2026,,FALSE,FALSE
405587,Université du Québec à Trois-Rivières - P15,855-999-8378,6350,10,public,,,,6/29/2026,,FALSE,FALSE
405588,BRCC - East Angus - Hotel-de-Ville,855-999-8378,6350,10,public,,,,6/29/2026,,FALSE,FALSE
405589,BRCC - Notre-Dame-de-la-Merci - Mairie,855-999-8378,2148,10,public,,,,6/29/2026,,FALSE,FALSE
405590,Ville de Sherbrooke - Stationnement Wellington Sud - SS2,855-999-8378,1959,9,public,,,,6/29/2026,,FALSE,FALSE
405591,Ville de Sherbrooke - Stationnement Wellington Sud - SS3,855-999-8378,1958,9,public,,,,6/29/2026,,FALSE,FALSE
405592,Les Promenades Gatineau - Entrée 7,855-999-8378,10833,10,public,,,,6/29/2026,,FALSE,FALSE
405593,BRCC - Les Promenades Gatineau - Entrée 7,855-999-8378,10833,10,public,,,,6/29/2026,,FALSE,FALSE
405594,Ville de Mont-Tremblant - Stationnement bureau d’information touristique,855-999-8378,10833,10,public,,,,6/29/2026,,FALSE,FALSE
405595,Caisse Desjardins des Bois-Francs - Forfait Hôte,855-999-8378,10833,10,public,,,,6/29/2026,,FALSE,FALSE
405596,Ville de Mont-Tremblant - Stationnement complexe aquatique,855-999-8378,10833,10,public,,,,6/29/2026,,FALSE,FALSE
405597,Caisse de la Vallée d'Acton - Acton Vale,855-999-8378,10833,10,public,,,,6/29/2026,,FALSE,FALSE
405598,Caisse de la Vallée d'Acton - Sainte-Hélène-de-Bagot,855-999-8378,10833,10,public,,,,6/29/2026,,FALSE,FALSE
405599,Municipalité de la Conception,855-999-8378,10833,10,public,,,,6/29/2026,,FALSE,FALSE
405600,BRCC - Sainte-Julie - Aréna,855-999-8378,3567,2,public,,,,6/29/2026,,FALSE,FALSE
405601,BRCC - Saint-Félix-de-Valois - Desjardins,855-999-8378,2315,10,public,,,,6/29/2026,,FALSE,FALSE
405602,CSSRS - Ecole Le Triolet - 2,855-999-8378,2314,10,public,,,,6/29/2026,,FALSE,FALSE
405603,CSSRS - Ecole Le Triolet,855-999-8378,10408,10,public,,,,6/29/2026,,FALSE,FALSE
405604,SFPQ - Avant,855-999-8378,10408,10,public,,,,6/29/2026,,FALSE,FALSE
405605,Desjardins - Caisse de la MRC de Montmagny,855-999-8378,10408,10,public,,,,6/29/2026,,FALSE,FALSE
405606,Val-des-Monts - Hôtel de ville,855-999-8378,10408,10,public,,,,6/29/2026,,FALSE,FALSE
405607,BRCC - Outremont - Querbes Stationnement,855-999-8378,10408,10,public,,,,6/29/2026,,FALSE,FALSE
405608,35 de l'église - Sainte-Geneviève-de-Batiscan,855-999-8378,10407,10,public,,,,6/29/2026,,FALSE,FALSE
405609,Desjardins - Caisse des Chênes,855-999-8378,10408,10,public,,,,6/29/2026,,FALSE,FALSE
405610,Fondation Hôpital Lasalle,855-999-8378,10408,10,public,,,,6/29/2026,,FALSE,FALSE
405611,Caisse de d'Autray - CDS Lavaltrie,855-999-8378,10408,10,public,,,,6/29/2026,,FALSE,FALSE
405612,Société des casinos - Casino de Montréal - Stationnement P3,855-999-8378,10407,10,public,,,,6/29/2026,,FALSE,FALSE
405613,CÉGEP de St-Hyacinthe 3,855-999-8378,10408,10,public,,,,6/29/2026,,FALSE,FALSE
405614,Pavillon D,855-999-8378,10407,10,public,,,,6/29/2026,,FALSE,FALSE
405615,CIUSSS de l'Ouest de l'Île de Montréal - Institut Douglas (Porteous),855-999-8378,10407,10,public,,,,6/29/2026,,FALSE,FALSE
405617,CE-P4-2-YUL,855-999-8378,10407,10,public,,,,6/29/2026,,FALSE,FALSE
405619,Carleton-sur-Mer - Parc des horizons,855-999-8378,10407,10,public,,,,6/29/2026,,FALSE,FALSE
405620,Hotel Mortagne - Marquise,855-999-8378,10426,10,public,,,,6/29/2026,,FALSE,FALSE
405621,Hotel Mortagne - Centre des Congrès,855-999-8378,10407,10,public,,,,6/29/2026,,FALSE,FALSE
405622,"Quai Taché, avenue LeBlanc",855-999-8378,10408,10,public,,,,6/29/2026,,FALSE,FALSE
405623,14002 Notre-Dame E,855-999-8378,10408,10,public,,,,6/29/2026,,FALSE,FALSE
405624,MRC des Etchemins,855-999-8378,10407,10,public,,,,6/29/2026,,FALSE,FALSE
405625,Royalmount - P1 - Section Jaune,855-999-8378,10407,10,public,,,,6/29/2026,,FALSE,FALSE
405626,BRCC - Dixville - Piscine municipale,855-999-8378,10405,10,public,,,,6/29/2026,,FALSE,FALSE
405627,Stationnement étagé du 540 de la Cité - Étage 2,855-999-8378,10408,10,public,,,,6/29/2026,,FALSE,FALSE
405628,Stationnement étagé du 540 de la Cité - Étage 3,855-999-8378,10405,10,public,,,,6/29/2026,,FALSE,FALSE
405629,Royalmount - P1 - Section noire,855-999-8378,2074,2,public,,,,6/29/2026,,FALSE,FALSE
405673,Rear Entrance - Level 3,888-356-8911,272,1,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
405720,TOL YORKSON 1,888-758-4389,4127,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
405721,GENESIS AJAX DRIVE THRU DC,888-758-4389,4127,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
405738,Li Pchi Pwayson,888-356-8911,4127,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
405739,Rear Entrance - Level 2,888-356-8911,4127,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
405805,FIRST GULF PS 083,888-758-4389,2213,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
405807,SIGA EXPP PL 1,888-758-4389,682,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
405809,SIGA EXPP PL 2,888-758-4389,682,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
405816,SQ - Poste SQ de Waterloo - Publique,888-356-8911,682,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
405817,YOW - Level 3 Fast Chargers,888-356-8911,682,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
405818,YK Hospital-1,888-356-8911,682,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
405822,Ville de Boucherville - Borne temporaire Mobile,855-999-8378,682,10,public,,,,6/29/2026,,FALSE,FALSE
405823,Stationnement - Hôtel de Ville - Ville de Bonaventure,855-999-8378,682,10,public,,,,6/29/2026,,FALSE,FALSE
405824,BRCC - Grande-Vallée - Vieux-Pont,855-999-8378,682,10,public,,,,6/29/2026,,FALSE,FALSE
405825,Sainte-Anne-de-Bellevue - Parc Aumais,855-999-8378,682,10,public,,,,6/29/2026,,FALSE,FALSE
405839,Park Shore BMW,888-807-0349,682,10,public,,,,6/29/2026,,FALSE,TRUE
406105,BRCC - Stanstead - Halte Curtis,855-999-8378,682,10,public,,,,6/29/2026,,FALSE,FALSE
406106,Centre de services Saint-Cyrille (CDJ),855-999-8378,682,10,public,,,,6/29/2026,,FALSE,FALSE
406107,Municipalité de Saint-Bernard - Pavillon des loisirs,855-999-8378,682,10,public,,,,6/29/2026,,FALSE,FALSE
406108,Municipalité de Les Hauteurs,855-999-8378,682,10,public,,,,6/29/2026,,FALSE,FALSE
416111,FIRST GULF PS 054,888-758-4389,682,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416115,Parc provincial de l'anse Herring Cove Provincial Park,844-661-6272,3259,14,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416137,"Toronto, ON - Lawrence Avenue West - Tesla Supercharger",877-798-3752,4871,10,public,,24 hours daily. NACS partner enabled.,,6/18/2026,LD,TRUE,FALSE
416138,Metro Niagara Falls,855-567-5853,4309,10,public,,24 hours daily,$0.48 per kWh,8/12/2025,LD,FALSE,FALSE
416139,Longo's Markham,855-567-5853,14754,10,public,CREDIT_CARD_ALWAYS,24 hours daily,$0.50 per kWh,3/30/2026,LD,FALSE,FALSE
416140,King's College Circle Garage,855-567-5853,14754,10,public,,24 hours daily,$0.50 per kWh,8/12/2025,LD,FALSE,TRUE
416141,Longo's Rutherford,855-567-5853,14754,10,public,,24 hours daily,$0.48 per kWh,8/12/2025,LD,FALSE,FALSE
416142,Longo's Winston Churchill,855-567-5853,14754,10,public,,24 hours daily,$0.48 per kWh,8/12/2025,LD,FALSE,FALSE
416143,Longo's Oakville,855-567-5853,14754,10,public,,24 hours daily,$0.48 per kWh,8/12/2025,LD,FALSE,FALSE
416144,Longo's Milton,855-567-5853,14754,10,public,,24 hours daily,$0.48 per kWh,8/12/2025,LD,FALSE,FALSE
416145,Zehrs Laurentian - Kitchener,855-567-5853,14754,10,public,,24 hours daily,$0.55 per minute,8/12/2025,LD,FALSE,FALSE
416146,Owen Sound Chrysler,855-567-5853,14754,10,public,,24 hours daily,$0.48 per kWh,8/12/2025,LD,FALSE,TRUE
416147,Windy Lake Motel,855-567-5853,14754,10,public,,24 hours daily,$0.40 per kWh,8/12/2025,LD,FALSE,FALSE
416184,KERRISDALE GARD STALL 28,888-758-4389,14754,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416185,AREA C STATION 4,888-758-4389,1381,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416186,AREA C STATION 3,888-758-4389,14873,42,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416194,Jaral Square,888-356-8911,3982,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416195,999 West Broadway,888-356-8911,3006,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416199,Rouyn-Noranda - Théâtre du Cuivre,855-999-8378,6368,10,public,,,,6/29/2026,,FALSE,FALSE
416200,Stationnement - Aréna - Ville de Bonaventure,855-999-8378,6368,10,public,,,,6/29/2026,,FALSE,FALSE
416201,Centre de santé Essipit,855-999-8378,6368,10,public,,,,6/29/2026,,FALSE,FALSE
416289,CYSC CDAS AéROPORT #2,888-758-4389,6368,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416290,CYSC CDAS AéROPORT #1,888-758-4389,6368,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416291,SIGA LIVING SKY PL.1,888-758-4389,8927,14,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416293,SIGA LIVING SKY PL.2,888-758-4389,8927,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416317,Whycocomagh - NS Power Fast Charging,800-636-0986,10571,10,public,,,,6/29/2026,,FALSE,FALSE
416318,BRCC - Val-d'Or - St-Hubert,855-999-8378,10798,4,public,,,,6/29/2026,,FALSE,FALSE
416358,Hôtel Levesque,888-356-8911,9611,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416359,Berger - La vraie quincaillerie,888-356-8911,4362,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416364,Frelighsburg - Parc Paul Goodhue,855-999-8378,4357,10,public,,,,6/29/2026,,FALSE,FALSE
416365,Frelighsburg - Église BSM,855-999-8378,4357,10,public,,,,6/29/2026,,FALSE,FALSE
416366,Capitainerie - Lac-Mégantic,855-999-8378,4357,10,public,,,,6/29/2026,,FALSE,FALSE
416419,DV TOYOTA OUTSIDE,888-758-4389,4357,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416431,STORY of Midtown,800-636-0986,4357,10,public,,,,6/29/2026,,FALSE,FALSE
416434,BRCC - Daveluyville - Halte routière de Ste-Anne-du-Sault,855-999-8378,4334,10,public,,,,6/29/2026,,FALSE,FALSE
416437,"Berthierville, QC - Tesla Supercharger",877-798-3752,4334,10,public,,24 hours daily. NACS partner enabled.,,6/18/2026,LD,TRUE,FALSE
416438,On the Run - Convenience Store,833-568-7643,4334,10,public,CREDIT_CARD_ALWAYS,24 hours daily,,3/30/2026,LD,FALSE,FALSE
416439,Acton Willow St Parking,800-301-1950,10473,2,public,,,,6/29/2026,,FALSE,FALSE
416440,Osprey Valley Main Club House,800-301-1950,2496,11,public,,,,6/29/2026,,FALSE,FALSE
416441,Meadowvale Town Centre,800-301-1950,1845,11,public,,,,6/29/2026,,FALSE,FALSE
416443,STOLport,800-301-1950,12296,33,public,,,,6/29/2026,,FALSE,FALSE
416444,Darlington Site INFO,800-301-1950,10662,11,public,,,,6/29/2026,,FALSE,FALSE
416445,NCC P1,800-301-1950,856,9,public,,,,6/29/2026,,FALSE,FALSE
416446,NCC P11,800-301-1950,856,2,public,,,,6/29/2026,,FALSE,FALSE
416447,Orleans Canadian Tire,800-301-1950,5982,32,public,,,,6/29/2026,,FALSE,FALSE
416500,Holiday Inn Ottawa East,800-636-0986,5982,1,public,,,,6/29/2026,,FALSE,FALSE
416501,Yarmouth - NS Power Fast Charging,800-636-0986,1023,9,public,,,,6/29/2026,,FALSE,FALSE
416502,Bibliothèque - St-Benoît-Labre,855-999-8378,5869,2,public,,,,6/29/2026,,FALSE,FALSE
416503,Halte routière - 30 route du Lac-Rond Nord,855-999-8378,11556,9,public,,,,6/29/2026,,FALSE,FALSE
416504,"10, rue de l'Hôtel-de-Ville, Montcalm",855-999-8378,6276,6,public,,,,6/29/2026,,FALSE,FALSE
416505,Municipalité d'Huberdeau,855-999-8378,3931,1,public,,,,6/29/2026,,FALSE,FALSE
416506,Hôtel de ville de la Municipalité de Frontenac,855-999-8378,4789,10,public,,,,6/29/2026,,FALSE,FALSE
416510,Nova Scotia Power Stellarton Depot,800-636-0986,4789,10,public,,,,6/29/2026,,FALSE,FALSE
416558,M-B K-W LINK 1,888-758-4389,8330,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416559,M-B K-W LINK 2,888-758-4389,11566,9,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416560,M-B K-W L2 2,888-758-4389,11572,9,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416561,M-B K-W L2 3,888-758-4389,12800,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416563,SHA STATION 1,888-758-4389,7410,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416564,VILLAGE OF DG STATION 1,888-758-4389,7715,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416569,Victoria St at 3rd Ave,888-356-8911,8228,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416570,Camping Domaine Lapierre,888-356-8911,12449,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416571,Hôtel Quality Suites Ste Anne De Beaupré,888-356-8911,12449,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416575,Cowansville - Sports Pavilion Roland Desourdy,855-999-8378,8765,5,public,,,,6/29/2026,,FALSE,FALSE
416630,SERVICE FRONT25 DC FAST 1,888-758-4389,7895,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416631,ARBORA STATION 11,888-758-4389,1138,9,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416644,CQU155 Indigo - Germain Hotels - Germain Charlevoix,888-356-8911,6555,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416651,Service correctionnel du Canada - Complexe Sainte-Anne-des-Plaines,855-999-8378,2945,13,public,,,,6/29/2026,,FALSE,FALSE
416652,Terrebonne - rue St-Pierre,855-999-8378,8852,15,public,,,,6/29/2026,,FALSE,FALSE
416654,Venise-en-Québec - Chalet de la Nature,855-999-8378,1139,9,public,,,,6/29/2026,,FALSE,FALSE
416731,PALETTA PARK PALETTA PARK,888-758-4389,12810,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416740,AILEAN - FROG LAKE EV CHARGER,888-356-8911,13575,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416741,Nelson GM Assiniboia - Fast Charger,888-356-8911,1607,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416745,Saint-Raphaël - Parc du Millénaire,855-999-8378,11470,10,public,,,,6/29/2026,,FALSE,FALSE
416768,Barrhaven Ford,888-357-1009,3504,2,public,,Mon: 7:30am-8:00pm; Tue: 7:30am-8:00pm; Wed: 7:30am-8:00pm; Thu: 7:30am-8:00pm; Fri: 7:30am-6:00pm; Sat: 8:00am-5:00pm; Sun: 6:00am-6:00pm,,6/29/2026,,FALSE,FALSE
416770,West Island Ford Lincoln,888-357-1009,3506,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416771,Finch Ford Lincoln,888-357-1009,3508,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416777,Jim Keay Ford,888-357-1009,3503,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416779,Donnelly Ford,888-357-1009,3507,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416788,Morand Ford Lincoln,888-357-1009,1611,5,public,,Mon: 8:00am-5:00pm; Tue: 8:00am-5:00pm; Wed: 8:00am-5:00pm; Thu: 8:00am-5:00pm; Fri: 8:00am-5:00pm,,6/29/2026,,FALSE,FALSE
416793,Metcalfe's Garage,888-357-1009,14296,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416794,Campbell Ford,888-357-1009,11986,5,public,,Mon: 7:00am-7:00pm; Tue: 7:00am-7:00pm; Wed: 7:00am-7:00pm; Thu: 7:00am-7:00pm; Fri: 7:00am-6:00pm; Sat: 9:00am-5:00pm,,6/29/2026,,FALSE,FALSE
416795,Taylor Ford Sales Ltd,888-357-1009,7719,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416799,Whitehorse Motors Lease,888-357-1009,14586,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416830,Lincoln Heights Ford,888-357-1009,7717,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416832,Highbury Ford,888-357-1009,7718,5,public,,Mon: 9:00am-7:00pm; Tue: 9:00am-7:00pm; Wed: 9:00am-7:00pm; Thu: 9:00am-7:00pm; Fri: 9:00am-7:00pm; Sat: 9:00am-4:00pm,,6/29/2026,,FALSE,FALSE
416841,Joliette Ford,888-357-1009,11715,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
416855,Yergeau Auto,888-357-1009,2801,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417001,CONESTOGACOLLEG SPEEDVALE #1,888-758-4389,1616,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417002,CONESTOGACOLLEG SPEEDVALE #2,888-758-4389,1615,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417005,CONESTOGACOLLEG SPEEDVALE #3,888-758-4389,12082,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417012,GoIn Fuels Hadden Road,888-356-8911,11988,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417013,City of Vaughan - Joint Operations Centre,888-356-8911,1617,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417016,BC Hydro - Chilliwack - UFV Campus,866-338-3369,3462,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417017,"316, rue du Frère Dominique, Nicolet",855-999-8378,452,1,public,,,,6/29/2026,,FALSE,FALSE
417018,Ancienne-Lorette - Centre Communautaire,855-999-8378,7965,5,public,,,,6/29/2026,,FALSE,FALSE
417090,SJHC - OLM Garage,888-356-8911,8014,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417117,"Langley, BC - 20075 Langley Bypass - Tesla Supercharger",877-798-3752,9420,5,public,,24 hours daily. NACS partner enabled.,,6/18/2026,LD,TRUE,FALSE
417215,ARENA BOURGET CHAUFFERIE 2,888-758-4389,8150,5,public,,"Mon: 12:00am-6:30am, 4:30pm-11:59pm; Tue: 12:00am-6:30am, 4:30pm-11:59pm; Wed: 12:00am-6:30am, 4:30pm-11:59pm; Thu: 12:00am-6:30am, 4:30pm-11:59pm; Fri: 12:00am-6:30am, 4:30pm-11:59pm; Sat: 12:00am-11:59pm; Sun: 12:00am-11:59pm",,6/29/2026,,FALSE,FALSE
417217,ARENA BOURGET CHAUFFERIE 1,888-758-4389,6363,2,public,,"Mon: 12:00am-6:30am, 4:30pm-11:59pm; Tue: 12:00am-6:30am, 4:30pm-11:59pm; Wed: 12:00am-6:30am, 4:30pm-11:59pm; Thu: 12:00am-6:30am, 4:30pm-11:59pm; Fri: 12:00am-6:30am, 4:30pm-11:59pm; Sat: 12:00am-11:59pm; Sun: 12:00am-11:59pm",,6/29/2026,,FALSE,FALSE
417219,Moosomin OAG -1,888-356-8911,10893,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417266,SIGA GOLD HORSE PL.1,888-758-4389,48,1,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417268,SIGA GOLD HORSE PL.2,888-758-4389,7717,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417270,PETRO-CANADA CP 77997 - 2,888-758-4389,1614,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417272,PETRO-CANADA CP 77997 - 1,888-758-4389,1609,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417275,Alectra - 161 Cityview - Public,888-356-8911,11790,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417279,Parc régional Kiamika,855-999-8378,11790,10,public,,,,6/29/2026,,FALSE,FALSE
417280,Ville de Longueuil 3,855-999-8378,4578,10,public,,,,6/29/2026,,FALSE,FALSE
417283,ENMAX Corporation,,4578,10,private,,For fleet use only,,8/12/2025,LD,FALSE,
417289,Corporation of the City of Kitchener,,56,1,private,,For employee use only,,8/12/2025,LD,TRUE,
417373,LPS SERVICE CPF50 1,888-758-4389,1613,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417374,LPS SERVICE CPF50 2,888-758-4389,11201,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417375,LPS SERVICE CPF50 3,888-758-4389,1612,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417376,PETRO-CANADA CP 35440 - 1,888-758-4389,2063,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417414,BV TOYOTA BV TOYOTA 3,888-758-4389,8560,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417421,Town of Grand Bay-Westfield transit site,888-356-8911,8566,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417422,"Frontier - 100 Frontier Path Private, Gloucester",888-356-8911,1611,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
417461,BRCC - VL - L'Assomption - Arboit,855-999-8378,1611,9,public,,,,6/29/2026,,FALSE,FALSE
417462,BRCC - VL - Sainte-Julie,855-999-8378,1606,2,public,,,,6/29/2026,,FALSE,FALSE
